"","Sequence_ID","Cluster"
"57","AB366653_0A_Rev_176955","48"
"58","AB366653_0A_Fwd_141284","49"
"59","AB366653_0A_Rev_62373","50"
"60","AB366653_0A_Rev_226225","51"
"61","AB366653_0A_Fwd_109187","52"
"62","AB366653_0A_Fwd_203836","53"
"63","AB366653_0A_Fwd_102429","54"
"64","AB366653_0A_Fwd_57783","55"
"65","AB366653_0A_Fwd_189174","56"
"66","AB366653_0A_Fwd_182847","57"
"67","AB366653_0A_Fwd_139752","58"
"68","AB366653_0A_Fwd_94952","59"
"69","AB366653_0A_Rev_157623","60"
"70","AB366653_0A_Fwd_52681","61"
"71","AB366653_0A_Rev_74105","62"
"72","AB366653_0A_Rev_58938","63"
"73","AB366653_0A_Fwd_159031","64"
"74","AB366653_0A_Fwd_163514","65"
"75","AB366653_0A_Rev_163543","66"
"76","AB366653_0A_Rev_214206","67"
"77","AB366653_0A_Fwd_141236","68"
"78","AB366653_0A_Rev_225703","69"
"79","AB366653_0A_Fwd_100432","70"
"80","AB366653_0A_Rev_58884","71"
"81","AB366653_0A_Rev_207304","72"
"82","AB366653_0A_Rev_87582","73"
"83","AB366653_0A_Rev_153768","74"
"84","AB366653_0A_Fwd_156538","75"
"85","AB366653_0A_Rev_40267","76"
"86","AB366653_0A_Fwd_220936","77"
"87","AB366653_0A_Fwd_93110","78"
"88","AB366653_0A_Rev_128876","79"
"89","AB366653_0A_Rev_1749","80"
"90","AB366653_0A_Rev_224446","81"
"91","AB366653_0A_Rev_221448","82"
"92","AB366653_0A_Rev_21968","83"
"93","AB366653_0A_Fwd_153058","84"
"94","AB366653_0A_Rev_41222","85"
"95","AB366653_0A_Rev_205777","86"
"96","AB366653_0A_Rev_213099","87"
"97","AB366653_0A_Rev_18437","88"
"98","AB366653_0A_Fwd_226601","89"
"99","AB370205_0A_Fwd_26290","90"
"100","AB370205_0A_Fwd_23284","91"
"101","OM439668_0A_Fwd_22283","91"
"102","AB370205_0A_Fwd_30771","92"
"103","AB370268_0A_Fwd_24707","93"
"104","AB370268_0A_Rev_38189","94"
"105","AB370268_0A_Fwd_20116","95"
"106","AY954964_0A_Fwd_3047","95"
"107","AB370268_0A_Fwd_26403","96"
"108","AB374228_0A_Rev_28781","97"
"109","AB374228_0A_Rev_14340","98"
"110","AB374228_0A_Rev_9313","99"
"111","AB374228_0A_Fwd_1803","100"
"112","AB374228_0A_Fwd_21961","101"
"113","AB374228_0A_Rev_17493","102"
"114","AB374228_0A_Fwd_25381","103"
"115","AB434711_0A_Rev_2700","104"
"116","AB451219_0A_Rev_8995","105"
"117","AB451219_0A_Fwd_23881","106"
"118","AB451219_0A_Rev_25097","107"
"119","AB451219_0A_Rev_4349","108"
"120","AB451219_0A_Rev_38942","109"
"121","AB451219_0A_Rev_2593","110"
"122","AB451219_0A_Rev_29925","111"
"123","AB451219_0A_Rev_17031","112"
"124","AB451219_0A_Rev_15780","113"
"125","AB451219_0A_Fwd_22150","114"
"126","AB451219_0A_Fwd_30184","115"
"127","AB451219_0A_Fwd_24469","116"
"128","AB472900_0A_Rev_53466","117"
"129","AB472900_0A_Fwd_5250","118"
"130","AB472900_0A_Rev_64663","119"
"131","LN610576_0A_Rev_5637","119"
"132","AB472900_0A_Rev_37478","120"
"133","LN610582_0A_Rev_65974","120"
"134","AB472900_0A_Rev_34303","121"
"135","AB472900_0A_Fwd_67507","122"
"136","AB472900_0A_Rev_85713","123"
"137","AB472900_0A_Fwd_39415","124"
"138","AB472900_0A_Rev_24569","125"
"139","LN610573_0A_Rev_54561","125"
"140","AB472900_0A_Rev_21750","126"
"141","AB472900_0A_Rev_75485","127"
"142","AB472900_0A_Fwd_78681","128"
"143","KC862295_0A_Fwd_81531","128"
"144","AB472900_0A_Fwd_15966","129"
"145","LN610573_0A_Fwd_45914","129"
"146","AB472900_0A_Fwd_5064","130"
"147","MK799650_0A_Fwd_7981","130"
"148","AB472900_0A_Rev_11831","131"
"149","AB472900_0A_Fwd_47174","132"
"150","AB472900_0A_Fwd_30833","133"
"151","AB472900_0A_Fwd_14604","134"
"152","AB472900_0A_Rev_7362","135"
"153","LN610573_0A_Rev_37310","135"
"154","AB472900_0A_Rev_248","136"
"155","AB472900_0A_Fwd_10289","137"
"156","AB472900_0A_Fwd_63412","138"
"157","KM434186_0A_Fwd_4368","138"
"158","AB472900_0A_Rev_7121","139"
"159","LN610576_0A_Rev_37210","139"
"160","AB560486_0A_Rev_15937","140"
"161","DQ163917_0A_Rev_16969","140"
"162","EU716414_0A_Rev_17009","140"
"163","OP310982_0A_Rev_51121","140"
"164","AB560486_0A_Rev_9126","141"
"165","LC472881_0A_Rev_52431","141"
"166","AB560486_0A_Fwd_46227","142"
"167","FM201281_0A_Fwd_46226","142"
"168","GU815091_0A_Fwd_47531","142"
"169","AB560486_0A_Fwd_8959","143"
"170","AB560486_0A_Fwd_44659","144"
"171","MT108727_0A_Fwd_30771","144"
"172","AB560486_0A_Fwd_50753","145"
"173","AB560486_0A_Rev_32404","146"
"174","AB560486_0A_Rev_13854","147"
"175","DQ163917_0A_Rev_14886","147"
"176","AB560486_0A_Fwd_15191","148"
"177","AB560486_0A_Fwd_43246","149"
"178","AB560486_0A_Rev_41490","150"
"179","MW406974_0A_Rev_48288","150"
"180","AB560486_0A_Rev_17991","151"
"181","MK837009_0A_Rev_26525","151"
"182","ON375840_0A_Rev_56462","151"
"183","AB560486_0A_Fwd_27453","152"
"184","AB560486_0A_Fwd_7348","153"
"185","AB560486_0A_Rev_37513","154"
"186","LN610579_0A_Rev_46058","154"
"187","AB560486_0A_Fwd_20287","155"
"188","LC472881_0A_Fwd_63595","155"
"189","AB560486_0A_Rev_56187","156"
"190","MK837009_0A_Rev_65185","156"
"191","OP314870_0A_Rev_64535","156"
"192","AB560486_0A_Fwd_38235","157"
"193","FM201281_0A_Fwd_38234","157"
"194","AB560486_0A_Fwd_21072","158"
"195","AB560486_0A_Rev_36395","159"
"196","OR538762_0A_Rev_37503","159"
"197","AB560486_0A_Rev_61237","160"
"198","FM201281_0A_Rev_61304","160"
"199","AB560486_0A_Fwd_26853","161"
"200","JN254800_0A_Fwd_27921","161"
"201","LC472882_0A_Fwd_8029","161"
"202","AB560486_0A_Fwd_20656","162"
"203","AB560486_0A_Rev_9105","163"
"204","FM201282_0A_Rev_10172","163"
"205","MT108729_0A_Rev_38861","163"
"206","AB560486_0A_Fwd_9790","164"
"207","AB560486_0A_Fwd_8561","165"
"208","FM887021_0A_Fwd_9851","165"
"209","AB560486_0A_Fwd_22177","166"
"210","AB597179_0A_Rev_14930","167"
"211","AB597179_0A_Rev_30619","168"
"212","AB597179_0A_Rev_16160","169"
"213","AB597179_0A_Rev_31134","170"
"214","AB597179_0A_Fwd_20589","171"
"215","AB605730_0A_Fwd_106549","172"
"216","OM728296_0A_Fwd_91206","172"
"217","AB605730_0A_Fwd_26491","173"
"218","AB605730_0A_Rev_11785","174"
"219","AB605730_0A_Fwd_75725","175"
"220","AB605730_0A_Fwd_55414","176"
"221","AB605730_0A_Fwd_26925","177"
"222","AB605730_0A_Fwd_28938","178"
"223","AB605730_0A_Fwd_92604","179"
"224","AB605730_0A_Fwd_74461","180"
"225","AB605730_0A_Rev_126607","181"
"226","AB605730_0A_Rev_6109","182"
"227","AB609718_0A_Rev_1784","183"
"228","MK268686_0A_Rev_38574","183"
"229","AB609718_0A_Fwd_58515","184"
"230","AP018714_0A_Fwd_64414","184"
"231","AB609718_0A_Rev_69292","185"
"232","AB609718_0A_Rev_52106","186"
"233","AP018714_0A_Rev_58005","186"
"234","AB609718_0A_Fwd_30758","187"
"235","AB609718_0A_Fwd_56541","188"
"236","AB609718_0A_Rev_13877","189"
"237","AB609718_0A_Rev_108417","190"
"238","AB609718_0A_Fwd_133615","191"
"239","AB626963_0A_Rev_651","192"
"240","KM366100_0A_Rev_611","192"
"241","AB711120_0A_Rev_7921","193"
"242","AB711120_0A_Fwd_25332","194"
"243","AB711120_0A_Fwd_730","195"
"244","AB711120_0A_Fwd_38281","196"
"245","AB711120_0A_Rev_22217","197"
"246","AB711120_0A_Rev_30139","198"
"247","AB711120_0A_Rev_6592","199"
"248","AB711120_0A_Rev_43838","200"
"249","AB712291_0A_Rev_37122","201"
"250","AB712291_0A_Rev_3961","202"
"251","AB712291_0A_Rev_5292","203"
"252","MH791415_0A_Rev_11137","203"
"253","AB712291_0A_Rev_14928","204"
"254","OL505085_0A_Rev_15181","204"
"255","PP271740_0A_Rev_14922","204"
"256","AB716666_0A_Rev_26441","205"
"257","GQ413938_0A_Rev_27003","205"
"258","MT559526_0A_Rev_27297","205"
"259","OL474125_0A_Rev_18873","205"
"260","OQ503491_0A_Rev_39590","205"
"261","OQ819159_0A_Rev_26561","205"
"262","OR532900_0A_Rev_32543","205"
"263","AB716666_0A_Rev_31687","206"
"264","KM576124_0A_Rev_32687","206"
"265","MT090077_0A_Rev_32938","206"
"266","MT197176_0A_Rev_31325","206"
"267","OY757088_0A_Rev_35913","206"
"268","OY979410_0A_Rev_35758","206"
"269","AB716666_0A_Rev_14651","207"
"270","KM576124_0A_Rev_15957","207"
"271","MZ634338_0A_Rev_15046","207"
"272","AB716666_0A_Rev_12179","208"
"273","KX237514_0A_Rev_12204","208"
"274","MN101217_0A_Rev_18761","208"
"275","MN380459_0A_Rev_12669","208"
"276","MT360680_0A_Rev_12149","208"
"277","MT701589_0A_Rev_12228","208"
"278","AB720063_0A_Fwd_24283","209"
"279","AB720063_0A_Rev_3688","210"
"280","AB720064_0A_Fwd_2539","211"
"281","AB720064_0A_Fwd_29621","212"
"282","AB720064_0A_Fwd_7599","213"
"283","AB720064_0A_Fwd_14117","214"
"284","AB720064_0A_Fwd_827","215"
"285","AB720064_0A_Fwd_27393","216"
"286","LR743523_0A_Fwd_20349","216"
"287","AB720064_0A_Rev_29908","217"
"288","LR743523_0A_Rev_22864","217"
"289","AB720064_0A_Fwd_7010","218"
"290","LR743528_0A_Fwd_43200","218"
"291","AB720064_0A_Fwd_24540","219"
"292","LR743523_0A_Fwd_17646","219"
"293","LR743531_0A_Fwd_17680","219"
"294","AB720064_0A_Rev_2092","220"
"295","AB720064_0A_Rev_38640","221"
"296","AB720064_0A_Rev_31437","222"
"297","AB720064_0A_Rev_724","223"
"298","AB720064_0A_Fwd_26010","224"
"299","AB731695_0A_Rev_24016","225"
"300","AB746912_0A_Fwd_21673","226"
"301","AB746912_0A_Rev_12679","227"
"302","AB746912_0A_Rev_36081","228"
"303","AB746912_0A_Fwd_9620","229"
"304","AB757800_0A_Fwd_41336","230"
"305","AB757800_0A_Fwd_39921","231"
"306","AB757800_0A_Rev_28917","232"
"307","AB757800_0A_Rev_14982","233"
"308","AB757800_0A_Fwd_32484","234"
"309","AB757801_0A_Fwd_40056","235"
"310","AB767244_0A_Rev_24774","236"
"311","AB767244_0A_Rev_39186","237"
"312","AB767244_0A_Rev_21245","238"
"313","AB767244_0A_Rev_17921","239"
"314","AP013057_0A_Rev_17299","239"
"315","AB767244_0A_Rev_35931","240"
"316","AP013057_0A_Rev_36783","240"
"317","AB767244_0A_Fwd_39081","241"
"318","AB767244_0A_Rev_30793","242"
"319","AB767244_0A_Fwd_16560","243"
"320","AB767244_0A_Fwd_11764","244"
"321","AB767244_0A_Fwd_20374","245"
"322","AP013057_0A_Fwd_20416","245"
"323","AB767244_0A_Fwd_2282","246"
"324","AP013057_0A_Fwd_2904","246"
"325","AB767244_0A_Fwd_34467","247"
"326","AP013057_0A_Fwd_34660","247"
"327","AB767244_0A_Fwd_4698","248"
"328","AP013057_0A_Fwd_5146","248"
"329","AB767244_0A_Fwd_41910","249"
"330","AB767244_0A_Fwd_8927","250"
"331","AB767244_0A_Fwd_23210","251"
"332","AB775548_0A_Fwd_11361","252"
"333","AB775548_0A_Rev_36276","253"
"334","AB775548_0A_Rev_35085","254"
"335","AB775548_0A_Rev_756","255"
"336","MT708550_0A_Rev_755","255"
"337","AB775549_0A_Rev_14380","256"
"338","MT711887_0A_Rev_14432","256"
"339","AB775549_0A_Fwd_30804","257"
"340","AB775549_0A_Fwd_14790","258"
"341","AB775549_0A_Fwd_17896","259"
"342","AB775549_0A_Rev_8891","260"
"343","AB775549_0A_Fwd_29616","261"
"344","AB775549_0A_Rev_29558","262"
"345","AB775549_0A_Rev_17496","263"
"346","PP496435_0A_Rev_15988","263"
"347","AB775549_0A_Rev_12373","264"
"348","AB775549_0A_Rev_24009","265"
"349","AB797215_0A_Fwd_18218","266"
"350","AB797215_0A_Fwd_112283","267"
"351","OR532806_0A_Fwd_157461","267"
"352","AB797215_0A_Rev_88605","268"
"353","KX147096_0A_Rev_69871","268"
"354","AB797215_0A_Rev_101075","269"
"355","AB797215_0A_Fwd_16420","270"
"356","AB797215_0A_Rev_99192","271"
"357","ON602738_0A_Rev_23491","271"
"358","AB797215_0A_Rev_19138","272"
"359","OX335416_0A_Rev_142834","272"
"360","AB797215_0A_Fwd_110379","273"
"361","MK373783_0A_Fwd_111112","273"
"362","AB797215_0A_Fwd_21129","274"
"363","KX147096_0A_Fwd_857","274"
"364","AB797215_0A_Fwd_46361","275"
"365","AB797215_0A_Fwd_9037","276"
"366","AB797215_0A_Fwd_19890","277"
"367","MG428991_0A_Fwd_115310","277"
"368","MN045230_0A_Fwd_114743","277"
"369","AB797215_0A_Fwd_95114","278"
"370","AB823818_0A_Fwd_2890","279"
"371","AB823818_0A_Rev_577","280"
"372","AB823818_0A_Rev_12797","281"
"373","AB823818_0A_Fwd_32859","282"
"374","AB828698_0A_Fwd_8093","283"
"375","AB854109_0A_Rev_4021","284"
"376","AB854109_0A_Fwd_7803","285"
"377","AB854109_0A_Fwd_31316","286"
"378","AB854109_0A_Rev_9183","287"
"379","AB854109_0A_Rev_44230","288"
"380","AB854109_0A_Rev_19691","289"
"381","AB854109_0A_Fwd_4974","290"
"382","AB854109_0A_Fwd_37746","291"
"383","AB854109_0A_Fwd_35933","292"
"384","AB854109_0A_Rev_5198","293"
"385","AB854109_0A_Fwd_35066","294"
"386","AB863625_0A_Rev_9890","295"
"387","AB863625_0A_Rev_1849","296"
"388","AB863625_0A_Rev_1957","297"
"389","AB863625_0A_Fwd_31681","298"
"390","AB863625_0A_Rev_13286","299"
"391","AB863625_0A_Rev_6160","300"
"392","AB863625_0A_Fwd_15362","301"
"393","AB863625_0A_Rev_39889","302"
"394","AB863625_0A_Fwd_6149","303"
"395","AB897757_0A_Fwd_34073","304"
"396","AB897757_0A_Rev_279892","305"
"397","AB897757_0A_Fwd_3892","306"
"398","JQ513383_0A_Fwd_3892","306"
"399","AB897757_0A_Rev_346359","307"
"400","AB897757_0A_Fwd_137351","308"
"401","AB897757_0A_Fwd_228265","309"
"402","AB897757_0A_Rev_262028","310"
"403","AB897757_0A_Rev_266440","311"
"404","OR532817_0A_Rev_166296","311"
"405","AB897757_0A_Fwd_332865","312"
"406","AB897757_0A_Fwd_97814","313"
"407","AB897757_0A_Rev_258091","314"
"408","MT708547_0A_Rev_32778","314"
"409","AB897757_0A_Fwd_162670","315"
"410","AB897757_0A_Rev_101213","316"
"411","AB897757_0A_Fwd_328517","317"
"412","AB897757_0A_Fwd_307622","318"
"413","AB903967_0A_Fwd_72768","319"
"414","KY794643_0A_Fwd_37216","319"
"415","PP034390_0A_Fwd_80127","319"
"416","AB910392_0A_Rev_33710","320"
"417","MK803322_0A_Rev_46522","320"
"418","AB910392_0A_Fwd_36141","321"
"419","AB910392_0A_Fwd_12194","322"
"420","AB910392_0A_Fwd_45250","323"
"421","AB910392_0A_Rev_25441","324"
"422","AB910392_0A_Rev_29051","325"
"423","AB910392_0A_Rev_8115","326"
"424","AB910392_0A_Rev_60598","327"
"425","AB910392_0A_Rev_37992","328"
"426","AB910393_0A_Fwd_13746","329"
"427","AB910393_0A_Fwd_28175","330"
"428","AB910393_0A_Rev_47513","331"
"429","OK094707_0A_Rev_47344","331"
"430","AB910393_0A_Rev_63464","332"
"431","AB910393_0A_Rev_16743","333"
"432","AB910393_0A_Fwd_17745","334"
"433","AB910393_0A_Rev_63480","335"
"434","AB910393_0A_Rev_32385","336"
"435","AB910393_0A_Fwd_45622","337"
"436","AB910393_0A_Fwd_25337","338"
"437","OK094707_0A_Fwd_25344","338"
"438","AB910393_0A_Fwd_3864","339"
"439","AB910393_0A_Fwd_9273","340"
"440","AB910393_0A_Rev_27706","341"
"441","AB910393_0A_Rev_27793","342"
"442","AB910393_0A_Fwd_31712","343"
"443","AB910393_0A_Fwd_6964","344"
"444","AB910393_0A_Rev_13927","345"
"445","AB910393_0A_Rev_10979","346"
"446","AB910393_0A_Fwd_51960","347"
"447","AB910393_0A_Fwd_34817","348"
"448","AB910393_0A_Fwd_55186","349"
"449","AB910393_0A_Rev_19891","350"
"450","AB910602_0A_Rev_4071","351"
"451","AB910602_0A_Rev_988","352"
"452","KX181651_0A_Rev_949","352"
"453","AB916497_0A_Fwd_5745","353"
"454","AB916497_0A_Fwd_21586","354"
"455","AB916497_0A_Rev_9313","355"
"456","AB916497_0A_Rev_5441","356"
"457","AB920995_0A_Rev_11462","357"
"458","GU393987_0A_Rev_9641","357"
"459","AB920995_0A_Rev_39973","358"
"460","AB920995_0A_Rev_10445","359"
"461","AB920995_0A_Fwd_8357","360"
"462","AB920995_0A_Fwd_8864","361"
"463","AB920995_0A_Rev_21036","362"
"464","AB920995_0A_Rev_41134","363"
"465","AB920995_0A_Fwd_29319","364"
"466","AB930182_0A_Fwd_91218","365"
"467","AB930182_0A_Fwd_51262","366"
"468","KF669652_0A_Fwd_120774","366"
"469","AB930182_0A_Rev_14436","367"
"470","OM982668_0A_Rev_94029","367"
"471","AB930182_0A_Rev_82350","368"
"472","MH707433_0A_Rev_5548","368"
"473","AB930182_0A_Fwd_14005","369"
"474","AB930182_0A_Rev_13003","370"
"475","AB930182_0A_Fwd_141927","371"
"476","AB930182_0A_Rev_7003","372"
"477","AB930182_0A_Rev_964","373"
"478","AB930182_0A_Fwd_66316","374"
"479","AB930182_0A_Rev_90685","375"
"480","AB930182_0A_Fwd_45027","376"
"481","AB930182_0A_Rev_55780","377"
"482","AP013029_0A_Rev_127779","377"
"483","AB930182_0A_Fwd_117061","378"
"484","AB931172_0A_Fwd_5882","379"
"485","AB967974_0A_Fwd_46378","380"
"486","AB967974_0A_Rev_22681","381"
"487","AB967974_0A_Rev_21410","382"
"488","AB967974_0A_Fwd_27382","383"
"489","AB967974_0A_Fwd_24523","384"
"490","AB967974_0A_Fwd_40013","385"
"491","AB967974_0A_Rev_31704","386"
"492","AB967974_0A_Rev_45678","387"
"493","AB967974_0A_Rev_4219","388"
"494","AB967974_0A_Rev_12890","389"
"495","AB967974_0A_Rev_12224","390"
"496","AB967974_0A_Fwd_33874","391"
"497","AB967974_0A_Rev_15959","392"
"498","AB967974_0A_Fwd_20302","393"
"499","AB971354_0A_Fwd_801","394"
"500","AB971354_0A_Rev_919","395"
"501","FJ483843_0A_Rev_920","395"
"502","AB971354_0A_Rev_808","396"
"503","AB971354_0A_Fwd_2578","397"
"504","FJ483840_0A_Fwd_2579","397"
"505","AB981169_0A_Rev_36960","398"
"506","AB981169_0A_Fwd_9450","399"
"507","AB983711_0A_Fwd_30008","400"
"508","AB983711_0A_Rev_12347","401"
"509","AB983711_0A_Fwd_6872","402"
"510","AB983711_0A_Fwd_24245","403"
"511","AB983711_0A_Fwd_15019","404"
"512","AB983711_0A_Fwd_28498","405"
"513","AB983711_0A_Rev_21898","406"
"514","AB983711_0A_Fwd_25732","407"
"515","AB983711_0A_Rev_28044","408"
"516","AC171169_0A_Rev_6115","409"
"517","AP019559_0A_Rev_14272","409"
"518","LR597659_0A_Rev_14977","409"
"519","MN026741_0A_Rev_13943","409"
"520","OQ031075_0A_Rev_54943","409"
"521","AC171169_0A_Fwd_67324","410"
"522","CP000917_0A_Fwd_81370","410"
"523","AC171169_0A_Rev_39078","411"
"524","KJ190157_0A_Rev_52240","411"
"525","AC171169_0A_Rev_12359","412"
"526","AC171169_0A_Fwd_6283","413"
"527","KR233164_0A_Fwd_96522","413"
"528","LR597655_0A_Fwd_15475","413"
"529","MN316588_0A_Fwd_14737","413"
"530","MT843274_0A_Fwd_91793","413"
"531","AC171169_0A_Rev_25591","414"
"532","AC171169_0A_Rev_549","415"
"533","ACSJ01000017_0A_Fwd_55632","416"
"534","ACSJ01000017_0A_Rev_58054","417"
"535","AF009630_0A_Rev_2172","418"
"536","DQ054536_0A_Rev_2172","418"
"537","AF011378_0A_Fwd_8023","419"
"538","FJ848882_0A_Fwd_10594","419"
"539","KP793122_0A_Fwd_9268","419"
"540","MN689522_0A_Fwd_8735","419"
"541","AF020713_0A_Fwd_29086","420"
"542","AF020713_0A_Rev_116692","421"
"543","AF020713_0A_Rev_82479","422"
"544","AF020713_0A_Rev_82332","423"
"545","AF020713_0A_Rev_37233","424"
"546","AF020713_0A_Rev_61035","425"
"547","AF020713_0A_Fwd_78821","426"
"548","AF020713_0A_Rev_125818","427"
"549","AF020713_0A_Fwd_34169","428"
"550","AF020713_0A_Rev_34938","429"
"551","MT601273_0A_Rev_25532","429"
"552","AF020713_0A_Fwd_102808","430"
"553","OQ921342_0A_Fwd_120760","430"
"554","OQ921343_0A_Fwd_119638","430"
"555","AF020713_0A_Fwd_44117","431"
"556","AF020713_0A_Fwd_79074","432"
"557","AF022214_0A_Rev_25594","433"
"558","AP018476_0A_Rev_25519","433"
"559","AF022214_0A_Rev_11927","434"
"560","AF022214_0A_Rev_31374","435"
"561","AF022214_0A_Rev_47014","436"
"562","KR080193_0A_Rev_50944","436"
"563","KU985093_0A_Rev_51813","436"
"564","MH825709_0A_Rev_50855","436"
"565","AF022214_0A_Rev_22796","437"
"566","AF022214_0A_Rev_8875","438"
"567","DQ398043_0A_Rev_7752","438"
"568","KF017927_0A_Rev_7797","438"
"569","KF981601_0A_Rev_9041","438"
"570","KM677210_0A_Rev_9206","438"
"571","KY471460_0A_Rev_9552","438"
"572","MH509441_0A_Rev_9109","438"
"573","AF022214_0A_Fwd_29710","439"
"574","AF022214_0A_Fwd_48208","440"
"575","AF059242_0A_Fwd_2577","441"
"576","AF059242_0A_Fwd_1918","442"
"577","AF059242_0A_Rev_917","443"
"578","AF064539_0A_Rev_39392","444"
"579","AF064539_0A_Fwd_656","445"
"580","AF064539_0A_Fwd_17030","446"
"581","AF064539_0A_Rev_13839","447"
"582","AF064539_0A_Fwd_31334","448"
"583","AF064539_0A_Fwd_15272","449"
"584","AF064539_0A_Rev_1202","450"
"585","AF064539_0A_Fwd_32804","451"
"586","AF068845_0A_Fwd_50688","452"
"587","AF068845_0A_Rev_27874","453"
"588","MN284895_0A_Rev_28661","453"
"589","AF068845_0A_Rev_10295","454"
"590","AF068845_0A_Fwd_20648","455"
"591","AF068845_0A_Fwd_3512","456"
"592","AF068845_0A_Fwd_17273","457"
"593","AF068845_0A_Rev_20689","458"
"594","AF068845_0A_Rev_35470","459"
"595","AF068845_0A_Rev_11141","460"
"596","KJ510412_0A_Rev_11034","460"
"597","KP027206_0A_Rev_11073","460"
"598","AF068845_0A_Rev_8209","461"
"599","KT591490_0A_Rev_8143","461"
"600","AF068845_0A_Fwd_42294","462"
"601","AF068845_0A_Fwd_47898","463"
"602","MF324914_0A_Fwd_51717","463"
"603","AF068845_0A_Rev_47840","464"
"604","KJ510412_0A_Rev_52843","464"
"605","AF069308_0A_Fwd_13956","465"
"606","AF069308_0A_Rev_19581","466"
"607","AF069308_0A_Rev_11848","467"
"608","AF069308_0A_Rev_27812","468"
"609","AF069308_0A_Fwd_13612","469"
"610","JQ086373_0A_Fwd_13927","469"
"611","AF069308_0A_Fwd_22241","470"
"612","AF069529_0A_Fwd_14424","471"
"613","AF069529_0A_Rev_29760","472"
"614","AF069529_0A_Rev_32219","473"
"615","AF083977_0A_Rev_23045","474"
"616","AF083977_0A_Rev_19543","475"
"617","AF083977_0A_Rev_29304","476"
"618","AF083977_0A_Rev_27455","477"
"619","AF085222_0A_Rev_3024","478"
"620","AF115102_0A_Rev_4018","478"
"621","AF085222_0A_Rev_30836","479"
"622","AF109874_0A_Fwd_19531","480"
"623","AF115102_0A_Fwd_3534","481"
"624","AF115102_0A_Fwd_32390","482"
"625","AF115102_0A_Fwd_20432","483"
"626","AF115102_0A_Rev_1874","484"
"627","AF115102_0A_Fwd_27280","485"
"628","AF115102_0A_Fwd_19307","486"
"629","HE861935_0A_Fwd_37752","486"
"630","AF115102_0A_Fwd_15832","487"
"631","AF115103_0A_Rev_39365","488"
"632","AF115103_0A_Fwd_40472","489"
"633","AF125520_0A_Rev_6455","490"
"634","AF125520_0A_Fwd_55555","491"
"635","AF125520_0A_Rev_23492","492"
"636","AF125520_0A_Rev_23299","493"
"637","AF125520_0A_Fwd_26255","494"
"638","ON470597_0A_Fwd_206","494"
"639","AF125520_0A_Fwd_19979","495"
"640","JQ086369_0A_Fwd_36357","495"
"641","JQ086372_0A_Fwd_33275","495"
"642","AF125520_0A_Rev_9713","496"
"643","AF125520_0A_Rev_6751","497"
"644","AF145054_0A_Fwd_16184","498"
"645","AF145054_0A_Fwd_13292","499"
"646","AF145054_0A_Rev_2323","500"
"647","AF145054_0A_Rev_9947","501"
"648","AF157835_0A_Rev_1227","502"
"649","LR794148_0A_Rev_13438","502"
"650","AF157835_0A_Fwd_15867","503"
