"","Sequence_ID","Cluster"
"57","CP051278_0A_Rev_30505","37"
"58","AB362338_0A_Rev_7880","38"
"59","AB362338_0A_Fwd_6408","39"
"60","AB366653_0A_Fwd_144098","40"
"61","AB366653_0A_Fwd_83880","41"
"62","AB366653_0A_Fwd_77710","42"
"63","AB366653_0A_Fwd_201127","43"
"64","AB366653_0A_Rev_74078","44"
"65","AB366653_0A_Fwd_110202","45"
"66","AB366653_0A_Fwd_187785","46"
"67","AB366653_0A_Fwd_151501","47"
"68","AB366653_0A_Rev_176955","48"
"69","AB366653_0A_Fwd_141284","49"
"70","AB366653_0A_Rev_62373","50"
"71","AB366653_0A_Rev_226225","51"
"72","AB366653_0A_Fwd_109187","52"
"73","AB366653_0A_Fwd_203836","53"
"74","AB366653_0A_Fwd_102429","54"
"75","AB366653_0A_Fwd_57783","55"
"76","AB366653_0A_Fwd_189174","56"
"77","AB366653_0A_Fwd_182847","57"
"78","AB366653_0A_Fwd_139752","58"
"79","AB366653_0A_Fwd_94952","59"
"80","AB366653_0A_Rev_157623","60"
"81","AB366653_0A_Fwd_52681","61"
"82","AB366653_0A_Rev_74105","62"
"83","AB366653_0A_Rev_58938","63"
"84","AB366653_0A_Fwd_159031","64"
"85","AB366653_0A_Fwd_163514","65"
"86","AB366653_0A_Rev_163543","66"
"87","AB366653_0A_Rev_214206","67"
"88","AB366653_0A_Fwd_141236","68"
"89","AB366653_0A_Rev_225703","69"
"90","AB366653_0A_Fwd_100432","70"
"91","AB366653_0A_Rev_58884","71"
"92","AB366653_0A_Rev_207304","72"
"93","AB366653_0A_Rev_87582","73"
"94","AB366653_0A_Rev_153768","74"
"95","AB366653_0A_Fwd_156538","75"
"96","AB366653_0A_Rev_40267","76"
"97","AB366653_0A_Fwd_220936","77"
"98","AB366653_0A_Fwd_93110","78"
"99","AB366653_0A_Rev_128876","79"
"100","AB366653_0A_Rev_1749","80"
"101","AB366653_0A_Rev_224446","81"
"102","AB366653_0A_Rev_221448","82"
"103","AB366653_0A_Rev_21968","83"
"104","AB366653_0A_Fwd_153058","84"
"105","AB366653_0A_Rev_41222","85"
"106","AB366653_0A_Rev_205777","86"
"107","AB366653_0A_Rev_213099","87"
"108","AB366653_0A_Rev_18437","88"
"109","AB366653_0A_Fwd_226601","89"
"110","AB370205_0A_Fwd_26290","90"
"111","AB370205_0A_Fwd_23284","91"
"112","AF424781_0A_Fwd_22960","91"
"113","AB370205_0A_Fwd_30771","92"
"114","EU861004_0A_Fwd_29124","92"
"115","JX274646_0A_Fwd_30843","92"
"116","ON911716_0A_Fwd_31038","92"
"117","AB370268_0A_Fwd_24707","93"
"118","AP001553_0A_Fwd_24608","93"
"119","JX094501_0A_Fwd_24246","93"
"120","AB370268_0A_Rev_38189","94"
"121","AB370268_0A_Fwd_20116","95"
"122","AB370268_0A_Fwd_26403","96"
"123","AB374228_0A_Rev_28781","97"
"124","AB374228_0A_Rev_14340","98"
"125","AB374228_0A_Rev_9313","99"
"126","AB374228_0A_Fwd_1803","100"
"127","AB374228_0A_Fwd_21961","101"
"128","AB374228_0A_Rev_17493","102"
"129","AB374228_0A_Fwd_25381","103"
"130","AB434711_0A_Rev_2700","104"
"131","AB451219_0A_Rev_8995","105"
"132","AB451219_0A_Fwd_23881","106"
"133","AB451219_0A_Rev_25097","107"
"134","AB451219_0A_Rev_4349","108"
"135","AB451219_0A_Rev_38942","109"
"136","AB451219_0A_Rev_2593","110"
"137","AB451219_0A_Rev_29925","111"
"138","MG652450_0A_Rev_28259","111"
"139","AB451219_0A_Rev_17031","112"
"140","AB451219_0A_Rev_15780","113"
"141","AB451219_0A_Fwd_22150","114"
"142","AB451219_0A_Fwd_30184","115"
"143","MG652450_0A_Fwd_28518","115"
"144","AB451219_0A_Fwd_24469","116"
"145","AB472900_0A_Rev_53466","117"
"146","AB472900_0A_Fwd_5250","118"
"147","OQ970155_0A_Fwd_18363","118"
"148","AB472900_0A_Rev_64663","119"
"149","KC862296_0A_Rev_68347","119"
"150","MK799650_0A_Rev_67918","119"
"151","AB472900_0A_Rev_37478","120"
"152","LN610573_0A_Rev_67446","120"
"153","AB472900_0A_Rev_34303","121"
"154","KY994101_0A_Rev_62987","121"
"155","AB472900_0A_Fwd_67507","122"
"156","AB472900_0A_Rev_85713","123"
"157","KC862296_0A_Rev_308","123"
"158","AB472900_0A_Fwd_39415","124"
"159","KC862295_0A_Fwd_42335","124"
"160","AB472900_0A_Rev_24569","125"
"161","KM434186_0A_Rev_51511","125"
"162","MK799650_0A_Rev_27488","125"
"163","AB472900_0A_Rev_21750","126"
"164","AB472900_0A_Rev_75485","127"
"165","LN610573_0A_Rev_17130","127"
"166","AB472900_0A_Fwd_78681","128"
"167","KM434186_0A_Fwd_19355","128"
"168","AB472900_0A_Fwd_15966","129"
"169","OQ970155_0A_Fwd_29079","129"
"170","AB472900_0A_Fwd_5064","130"
"171","AB472900_0A_Rev_11831","131"
"172","AB472900_0A_Fwd_47174","132"
"173","AB472900_0A_Fwd_30833","133"
"174","AB472900_0A_Fwd_14604","134"
"175","KC862295_0A_Fwd_17521","134"
"176","AB472900_0A_Rev_7362","135"
"177","AB472900_0A_Rev_248","136"
"178","AB472900_0A_Fwd_10289","137"
"179","MK799650_0A_Fwd_13206","137"
"180","AB472900_0A_Fwd_63412","138"
"181","KY994101_0A_Fwd_4366","138"
"182","AB472900_0A_Rev_7121","139"
"183","LN610573_0A_Rev_37069","139"
"184","AB560486_0A_Rev_15937","140"
"185","KU198331_0A_Rev_17238","140"
"186","LC102730_0A_Rev_15920","140"
"187","MK837010_0A_Rev_24118","140"
"188","AB560486_0A_Rev_9126","141"
"189","FM201282_0A_Rev_10193","141"
"190","FM897211_0A_Rev_10346","141"
"191","MT108729_0A_Rev_38882","141"
"192","OP831166_0A_Rev_17116","141"
"193","AB560486_0A_Fwd_46227","142"
"194","JN254800_0A_Fwd_47293","142"
"195","MT119365_0A_Fwd_46475","142"
"196","MW595221_0A_Fwd_46703","142"
"197","AB560486_0A_Fwd_8959","143"
"198","MT119365_0A_Fwd_9237","143"
"199","OP310982_0A_Fwd_44141","143"
"200","AB560486_0A_Fwd_44659","144"
"201","DQ163917_0A_Fwd_45711","144"
"202","KU198331_0A_Fwd_45956","144"
"203","AB560486_0A_Fwd_50753","145"
"204","GU815091_0A_Fwd_52055","145"
"205","OP310981_0A_Fwd_22934","145"
"206","OP310982_0A_Fwd_19465","145"
"207","OQ594965_0A_Fwd_3362","145"
"208","AB560486_0A_Rev_32404","146"
"209","OP831167_0A_Rev_40338","146"
"210","OR805296_0A_Rev_32256","146"
"211","AB560486_0A_Rev_13854","147"
"212","EU716414_0A_Rev_14926","147"
"213","MN615700_0A_Rev_15254","147"
"214","OP310982_0A_Rev_49038","147"
"215","AB560486_0A_Fwd_15191","148"
"216","JN254800_0A_Fwd_16258","148"
"217","MT133561_0A_Fwd_14281","148"
"218","AB560486_0A_Fwd_43246","149"
"219","AP018815_0A_Fwd_43725","149"
"220","AB560486_0A_Rev_41490","150"
"221","MT108729_0A_Rev_5602","150"
"222","AB560486_0A_Rev_17991","151"
"223","AP018815_0A_Rev_18466","151"
"224","KM434184_0A_Rev_20829","151"
"225","MT133561_0A_Rev_17081","151"
"226","OP831166_0A_Rev_25982","151"
"227","AB560486_0A_Fwd_27453","152"
"228","KP340287_0A_Fwd_28569","152"
"229","OQ319932_0A_Fwd_35362","152"
"230","AB560486_0A_Fwd_7348","153"
"231","FM897211_0A_Fwd_8570","153"
"232","MF490241_0A_Fwd_62405","153"
"233","MK837009_0A_Fwd_15880","153"
"234","MW595221_0A_Fwd_7819","153"
"235","MZ089730_0A_Fwd_6615","153"
"236","OR805296_0A_Fwd_7198","153"
"237","AB560486_0A_Rev_37513","154"
"238","FM201282_0A_Rev_38581","154"
"239","MN131141_0A_Rev_46121","154"
"240","MW595220_0A_Rev_38575","154"
"241","AB560486_0A_Fwd_20287","155"
"242","FM887021_0A_Fwd_21579","155"
"243","KP340288_0A_Fwd_20810","155"
"244","AB560486_0A_Rev_56187","156"
"245","FM887021_0A_Rev_57812","156"
"246","KX171208_0A_Rev_58197","156"
"247","MF490240_0A_Rev_57187","156"
"248","MK837010_0A_Rev_64459","156"
"249","AB560486_0A_Fwd_38235","157"
"250","MW406974_0A_Fwd_45033","157"
"251","AB560486_0A_Fwd_21072","158"
"252","MT119368_0A_Fwd_21478","158"
"253","AB560486_0A_Rev_36395","159"
"254","MF490241_0A_Rev_24664","159"
"255","MK837009_0A_Rev_44927","159"
"256","MT108729_0A_Rev_504","159"
"257","OQ067609_0A_Rev_37727","159"
"258","AB560486_0A_Rev_61237","160"
"259","AP018815_0A_Rev_61420","160"
"260","LC102730_0A_Rev_60992","160"
"261","MW526258_0A_Rev_43384","160"
"262","AB560486_0A_Fwd_26853","161"
"263","AP018815_0A_Fwd_27329","161"
"264","MT349888_0A_Fwd_29299","161"
"265","MT933737_0A_Fwd_65160","161"
"266","AB560486_0A_Fwd_20656","162"
"267","JN254800_0A_Fwd_21724","162"
"268","OP310970_0A_Fwd_19060","162"
"269","AB560486_0A_Rev_9105","163"
"270","MT933737_0A_Rev_47411","163"
"271","OP831166_0A_Rev_17095","163"
"272","PQ417133_0A_Rev_9209","163"
"273","AB560486_0A_Fwd_9790","164"
"274","MK837010_0A_Fwd_17971","164"
"275","ON324181_0A_Fwd_29399","164"
"276","OR436899_0A_Fwd_16330","164"
"277","AB560486_0A_Fwd_8561","165"
"278","AB560486_0A_Fwd_22177","166"
"279","GU815091_0A_Fwd_23489","166"
"280","OP310976_0A_Fwd_60376","166"
"281","OR436899_0A_Fwd_28719","166"
"282","AB597179_0A_Rev_14930","167"
"283","AB597179_0A_Rev_30619","168"
"284","AB597179_0A_Rev_16160","169"
"285","AB597179_0A_Rev_31134","170"
"286","AB597179_0A_Fwd_20589","171"
"287","AB605730_0A_Fwd_106549","172"
"288","AB605730_0A_Fwd_26491","173"
"289","AB605730_0A_Rev_11785","174"
"290","AB605730_0A_Fwd_75725","175"
"291","AB605730_0A_Fwd_55414","176"
"292","AB605730_0A_Fwd_26925","177"
"293","AB605730_0A_Fwd_28938","178"
"294","AB605730_0A_Fwd_92604","179"
"295","AB605730_0A_Fwd_74461","180"
"296","AB605730_0A_Rev_126607","181"
"297","AB605730_0A_Rev_6109","182"
"298","AB609718_0A_Rev_1784","183"
"299","MW633168_0A_Rev_3091","183"
"300","AB609718_0A_Fwd_58515","184"
"301","MK693030_0A_Fwd_96009","184"
"302","AB609718_0A_Rev_69292","185"
"303","CAJDJY010000002_0A_Rev_75078","185"
"304","AB609718_0A_Rev_52106","186"
"305","AB609718_0A_Fwd_30758","187"
"306","AP018715_0A_Fwd_31503","187"
"307","AB609718_0A_Fwd_56541","188"
"308","AB609718_0A_Rev_13877","189"
"309","AP018714_0A_Rev_15812","189"
"310","CAJDJY010000002_0A_Rev_16103","189"
"311","MK268686_0A_Rev_50995","189"
"312","AB609718_0A_Rev_108417","190"
"313","AB609718_0A_Fwd_133615","191"
"314","AB626963_0A_Rev_651","192"
"315","AB711120_0A_Rev_7921","193"
"316","AB711120_0A_Fwd_25332","194"
"317","AB711120_0A_Fwd_730","195"
"318","AB711120_0A_Fwd_38281","196"
"319","AB711120_0A_Rev_22217","197"
"320","AB711120_0A_Rev_30139","198"
"321","AB711120_0A_Rev_6592","199"
"322","AB711120_0A_Rev_43838","200"
"323","AB712291_0A_Rev_37122","201"
"324","AB712291_0A_Rev_3961","202"
"325","MH791415_0A_Rev_9806","202"
"326","AB712291_0A_Rev_5292","203"
"327","HE962497_0A_Rev_1267","203"
"328","AB712291_0A_Rev_14928","204"
"329","KT932699_0A_Rev_20857","204"
"330","AB716666_0A_Rev_26441","205"
"331","MT939252_0A_Rev_28075","205"
"332","AB716666_0A_Rev_31687","206"
"333","KT367886_0A_Rev_31626","206"
"334","KU666550_0A_Rev_31092","206"
"335","OR532876_0A_Rev_38997","206"
"336","OR532898_0A_Rev_37326","206"
"337","PP755156_0A_Rev_39496","206"
"338","AB716666_0A_Rev_14651","207"
"339","KT964103_0A_Rev_14304","207"
"340","KX237514_0A_Rev_14885","207"
"341","MN176572_0A_Rev_13691","207"
"342","MZ634339_0A_Rev_16458","207"
"343","ON165415_0A_Rev_20143","207"
"344","OR532829_0A_Rev_20209","207"
"345","PP889494_0A_Rev_18712","207"
"346","AB716666_0A_Rev_12179","208"
"347","KM576124_0A_Rev_13492","208"
"348","KU666550_0A_Rev_12296","208"
"349","MF612071_0A_Rev_12456","208"
"350","MN794002_0A_Rev_12881","208"
"351","MZ634339_0A_Rev_13849","208"
"352","OY757092_0A_Rev_18612","208"
"353","AB720063_0A_Fwd_24283","209"
"354","AB720063_0A_Rev_3688","210"
"355","AB720064_0A_Fwd_2539","211"
"356","AB720064_0A_Fwd_29621","212"
"357","LR743528_0A_Fwd_22816","212"
"358","AB720064_0A_Fwd_7599","213"
"359","LR743523_0A_Fwd_370","213"
"360","AB720064_0A_Fwd_14117","214"
"361","AB720064_0A_Fwd_827","215"
"362","AB720064_0A_Fwd_27393","216"
"363","AB720064_0A_Rev_29908","217"
"364","AB720064_0A_Fwd_7010","218"
"365","LR743523_0A_Fwd_43430","218"
"366","AB720064_0A_Fwd_24540","219"
"367","LR743528_0A_Fwd_17735","219"
"368","OK913680_0A_Fwd_14328","219"
"369","AB720064_0A_Rev_2092","220"
"370","AB720064_0A_Rev_38640","221"
"371","AB720064_0A_Rev_31437","222"
"372","OQ622092_0A_Rev_6653","222"
"373","AB720064_0A_Rev_724","223"
"374","LR743531_0A_Rev_35979","223"
"375","AB720064_0A_Fwd_26010","224"
"376","LR743523_0A_Fwd_18966","224"
"377","LR743528_0A_Fwd_19205","224"
"378","AB731695_0A_Rev_24016","225"
"379","AB746912_0A_Fwd_21673","226"
"380","AB746912_0A_Rev_12679","227"
"381","AB746912_0A_Rev_36081","228"
"382","LC545443_0A_Rev_39450","228"
"383","AB746912_0A_Fwd_9620","229"
"384","AB757800_0A_Fwd_41336","230"
"385","AB757800_0A_Fwd_39921","231"
"386","AB757800_0A_Rev_28917","232"
"387","AB757800_0A_Rev_14982","233"
"388","AB757800_0A_Fwd_32484","234"
"389","AB757801_0A_Fwd_40056","235"
"390","MK574011_0A_Fwd_37857","235"
"391","AB767244_0A_Rev_24774","236"
"392","AB767244_0A_Rev_39186","237"
"393","AB767244_0A_Rev_21245","238"
"394","AB767244_0A_Rev_17921","239"
"395","AB767244_0A_Rev_35931","240"
"396","MZ220765_0A_Rev_36111","240"
"397","AB767244_0A_Fwd_39081","241"
"398","AB767244_0A_Rev_30793","242"
"399","AB767244_0A_Fwd_16560","243"
"400","AP013057_0A_Fwd_15938","243"
"401","AB767244_0A_Fwd_11764","244"
"402","AB767244_0A_Fwd_20374","245"
"403","AB767244_0A_Fwd_2282","246"
"404","MZ220765_0A_Fwd_2367","246"
"405","AB767244_0A_Fwd_34467","247"
"406","AB767244_0A_Fwd_4698","248"
"407","MZ220765_0A_Fwd_4609","248"
"408","AB767244_0A_Fwd_41910","249"
"409","MZ220765_0A_Fwd_43118","249"
"410","AB767244_0A_Fwd_8927","250"
"411","AB767244_0A_Fwd_23210","251"
"412","AB775548_0A_Fwd_11361","252"
"413","AB775548_0A_Rev_36276","253"
"414","AB775548_0A_Rev_35085","254"
"415","AB775548_0A_Rev_756","255"
"416","AB775549_0A_Rev_14380","256"
"417","FR823298_0A_Rev_13580","256"
"418","AB775549_0A_Fwd_30804","257"
"419","AB775549_0A_Fwd_14790","258"
"420","AB775549_0A_Fwd_17896","259"
"421","AB775549_0A_Rev_8891","260"
"422","AB775549_0A_Fwd_29616","261"
"423","OR687459_0A_Fwd_39241","261"
"424","AB775549_0A_Rev_29558","262"
"425","AB775549_0A_Rev_17496","263"
"426","AB775549_0A_Rev_12373","264"
"427","AB775549_0A_Rev_24009","265"
"428","AB797215_0A_Fwd_18218","266"
"429","MG428990_0A_Fwd_111434","266"
"430","AB797215_0A_Fwd_112283","267"
"431","MG428991_0A_Fwd_45831","267"
"432","AB797215_0A_Rev_88605","268"
"433","MG428990_0A_Rev_23772","268"
"434","MK373783_0A_Rev_90727","268"
"435","MN478483_0A_Rev_91405","268"
"436","PP889490_0A_Rev_134093","268"
"437","AB797215_0A_Rev_101075","269"
"438","PP974338_0A_Rev_14834","269"
"439","AB797215_0A_Fwd_16420","270"
"440","MG428990_0A_Fwd_109287","270"
"441","AB797215_0A_Rev_99192","271"
"442","MT701590_0A_Rev_98820","271"
"443","AB797215_0A_Rev_19138","272"
"444","MG428990_0A_Rev_112354","272"
"445","AB797215_0A_Fwd_110379","273"
"446","KX147096_0A_Fwd_88798","273"
"447","MG428991_0A_Fwd_43926","273"
"448","OX335405_0A_Fwd_55212","273"
"449","AB797215_0A_Fwd_21129","274"
"450","AB797215_0A_Fwd_46361","275"
"451","AB797215_0A_Fwd_9037","276"
"452","MZ826764_0A_Fwd_24549","276"
"453","OX335416_0A_Fwd_133346","276"
"454","AB797215_0A_Fwd_19890","277"
"455","AB797215_0A_Fwd_95114","278"
"456","AB823818_0A_Fwd_2890","279"
"457","AB823818_0A_Rev_577","280"
"458","AB823818_0A_Rev_12797","281"
"459","AB823818_0A_Fwd_32859","282"
"460","AB828698_0A_Fwd_8093","283"
"461","AB854109_0A_Rev_4021","284"
"462","AB854109_0A_Fwd_7803","285"
"463","AB854109_0A_Fwd_31316","286"
"464","AB854109_0A_Rev_9183","287"
"465","AB854109_0A_Rev_44230","288"
"466","AB854109_0A_Rev_19691","289"
"467","AB854109_0A_Fwd_4974","290"
"468","AB854109_0A_Fwd_37746","291"
"469","AB854109_0A_Fwd_35933","292"
"470","AB854109_0A_Rev_5198","293"
"471","AB854109_0A_Fwd_35066","294"
"472","AB863625_0A_Rev_9890","295"
"473","AB863625_0A_Rev_1849","296"
"474","AB863625_0A_Rev_1957","297"
"475","AB863625_0A_Fwd_31681","298"
"476","AB863625_0A_Rev_13286","299"
"477","AB863625_0A_Rev_6160","300"
"478","AB863625_0A_Fwd_15362","301"
"479","AB863625_0A_Rev_39889","302"
"480","AB863625_0A_Fwd_6149","303"
"481","AB897757_0A_Fwd_34073","304"
"482","OR532817_0A_Fwd_281508","304"
"483","AB897757_0A_Rev_279892","305"
"484","AB897757_0A_Fwd_3892","306"
"485","AB897757_0A_Rev_346359","307"
"486","AB897757_0A_Fwd_137351","308"
"487","AB897757_0A_Fwd_228265","309"
"488","AB897757_0A_Rev_262028","310"
"489","OR532817_0A_Rev_161876","310"
"490","AB897757_0A_Rev_266440","311"
"491","OP617745_0A_Rev_174080","311"
"492","AB897757_0A_Fwd_332865","312"
"493","AB897757_0A_Fwd_97814","313"
"494","AB897757_0A_Rev_258091","314"
"495","JQ513383_0A_Rev_258277","314"
"496","OR532817_0A_Rev_157939","314"
"497","AB897757_0A_Fwd_162670","315"
"498","JQ513383_0A_Fwd_162714","315"
"499","AB897757_0A_Rev_101213","316"
"500","AB897757_0A_Fwd_328517","317"
"501","AB897757_0A_Fwd_307622","318"
"502","OU509535_0A_Fwd_113254","318"
"503","AB903967_0A_Fwd_72768","319"
"504","MT080582_0A_Fwd_93385","319"
"505","AB910392_0A_Rev_33710","320"
"506","AB910392_0A_Fwd_36141","321"
"507","AB910392_0A_Fwd_12194","322"
"508","MK803322_0A_Fwd_24748","322"
"509","AB910392_0A_Fwd_45250","323"
"510","AB910392_0A_Rev_25441","324"
"511","MK803322_0A_Rev_38075","324"
"512","AB910392_0A_Rev_29051","325"
"513","AB910392_0A_Rev_8115","326"
"514","MK803322_0A_Rev_20669","326"
"515","AB910392_0A_Rev_60598","327"
"516","AB910392_0A_Rev_37992","328"
"517","AB910393_0A_Fwd_13746","329"
"518","OK094707_0A_Fwd_13746","329"
"519","AB910393_0A_Fwd_28175","330"
"520","AB910393_0A_Rev_47513","331"
"521","AB910393_0A_Rev_63464","332"
"522","AB910393_0A_Rev_16743","333"
"523","AB910393_0A_Fwd_17745","334"
"524","OK094707_0A_Fwd_17721","334"
"525","AB910393_0A_Rev_63480","335"
"526","AB910393_0A_Rev_32385","336"
"527","AB910393_0A_Fwd_45622","337"
"528","AB910393_0A_Fwd_25337","338"
"529","AB910393_0A_Fwd_3864","339"
"530","OK094707_0A_Fwd_3864","339"
"531","AB910393_0A_Fwd_9273","340"
"532","AB910393_0A_Rev_27706","341"
"533","AB910393_0A_Rev_27793","342"
"534","AB910393_0A_Fwd_31712","343"
"535","AB910393_0A_Fwd_6964","344"
"536","AB910393_0A_Rev_13927","345"
"537","AB910393_0A_Rev_10979","346"
"538","AB910393_0A_Fwd_51960","347"
"539","AB910393_0A_Fwd_34817","348"
"540","AB910393_0A_Fwd_55186","349"
"541","OK094707_0A_Fwd_55395","349"
"542","AB910393_0A_Rev_19891","350"
"543","AB910602_0A_Rev_4071","351"
"544","AB910602_0A_Rev_988","352"
"545","MH206183_0A_Rev_970","352"
"546","AB916497_0A_Fwd_5745","353"
"547","AB916497_0A_Fwd_21586","354"
"548","AB916497_0A_Rev_9313","355"
"549","AB916497_0A_Rev_5441","356"
"550","AB920995_0A_Rev_11462","357"
"551","AB983711_0A_Rev_10736","357"
"552","AB920995_0A_Rev_39973","358"
"553","AB920995_0A_Rev_10445","359"
"554","AB920995_0A_Fwd_8357","360"
"555","AB920995_0A_Fwd_8864","361"
"556","AB920995_0A_Rev_21036","362"
"557","AB920995_0A_Rev_41134","363"
"558","AB983711_0A_Rev_40262","363"
"559","AB920995_0A_Fwd_29319","364"
"560","AB930182_0A_Fwd_91218","365"
"561","MG000860_0A_Fwd_94536","365"
"562","AB930182_0A_Fwd_51262","366"
"563","LT960608_0A_Fwd_133343","366"
"564","AB930182_0A_Rev_14436","367"
"565","KF669652_0A_Rev_84433","367"
"566","AB930182_0A_Rev_82350","368"
"567","MG000860_0A_Rev_84994","368"
"568","AB930182_0A_Fwd_14005","369"
"569","AP013029_0A_Fwd_87667","369"
"570","OM982672_0A_Fwd_94952","369"
"571","AB930182_0A_Rev_13003","370"
"572","OM982674_0A_Rev_92038","370"
"573","AB930182_0A_Fwd_141927","371"
"574","AB930182_0A_Rev_7003","372"
"575","KF669652_0A_Rev_76999","372"
"576","AB930182_0A_Rev_964","373"
"577","OM982672_0A_Rev_84522","373"
"578","AB930182_0A_Fwd_66316","374"
"579","KF669652_0A_Fwd_136671","374"
"580","MH707435_0A_Fwd_63923","374"
"581","AB930182_0A_Rev_90685","375"
"582","OM982671_0A_Rev_22740","375"
"583","OM982674_0A_Rev_23411","375"
"584","AB930182_0A_Fwd_45027","376"
"585","MF422185_0A_Fwd_44537","376"
"586","AB930182_0A_Rev_55780","377"
"587","LT960608_0A_Rev_138843","377"
"588","AB930182_0A_Fwd_117061","378"
"589","AB931172_0A_Fwd_5882","379"
"590","AB967974_0A_Fwd_46378","380"
"591","AB967974_0A_Rev_22681","381"
"592","AB967974_0A_Rev_21410","382"
"593","AB967974_0A_Fwd_27382","383"
"594","AB967974_0A_Fwd_24523","384"
"595","AB967974_0A_Fwd_40013","385"
"596","AB967974_0A_Rev_31704","386"
"597","AB967974_0A_Rev_45678","387"
"598","AB967974_0A_Rev_4219","388"
"599","AB967974_0A_Rev_12890","389"
"600","AB967974_0A_Rev_12224","390"
"601","AB967974_0A_Fwd_33874","391"
"602","AB967974_0A_Rev_15959","392"
"603","AB967974_0A_Fwd_20302","393"
"604","AB971354_0A_Fwd_801","394"
"605","AB971354_0A_Rev_919","395"
"606","AB971354_0A_Rev_808","396"
"607","AB971354_0A_Fwd_2578","397"
"608","FJ483842_0A_Fwd_2579","397"
"609","AB981169_0A_Rev_36960","398"
"610","AB981169_0A_Fwd_9450","399"
"611","AB983711_0A_Fwd_30008","400"
"612","AB983711_0A_Rev_12347","401"
"613","AB983711_0A_Fwd_6872","402"
"614","AB983711_0A_Fwd_24245","403"
"615","AB983711_0A_Fwd_15019","404"
"616","AB983711_0A_Fwd_28498","405"
"617","AB983711_0A_Rev_21898","406"
"618","AB983711_0A_Fwd_25732","407"
"619","AB983711_0A_Rev_28044","408"
"620","AC171169_0A_Rev_6115","409"
"621","HQ406778_0A_Rev_14162","409"
"622","HQ665011_0A_Rev_13869","409"
"623","LR597655_0A_Rev_15307","409"
"624","AC171169_0A_Fwd_67324","410"
"625","AY543070_0A_Fwd_79028","410"
"626","MF402939_0A_Fwd_51293","410"
"627","MF431730_0A_Fwd_78514","410"
"628","MF431737_0A_Fwd_83643","410"
"629","OQ291030_0A_Fwd_76323","410"
"630","AC171169_0A_Rev_39078","411"
"631","KM979354_0A_Rev_43241","411"
"632","MF431730_0A_Rev_53486","411"
"633","MK373792_0A_Rev_45304","411"
"634","MN022787_0A_Rev_53253","411"
"635","MT653143_0A_Rev_51218","411"
"636","AC171169_0A_Rev_12359","412"
"637","KM979355_0A_Rev_17510","412"
"638","OQ291030_0A_Rev_19381","412"
"639","OR896837_0A_Rev_9627","412"
"640","AC171169_0A_Fwd_6283","413"
"641","AP019559_0A_Fwd_14440","413"
"642","MN956514_0A_Fwd_14346","413"
"643","AC171169_0A_Rev_25591","414"
"644","AC171169_0A_Rev_549","415"
"645","ACSJ01000017_0A_Fwd_55632","416"
"646","ACSJ01000017_0A_Rev_58054","417"
"647","AF009630_0A_Rev_2172","418"
"648","DQ227763_0A_Rev_2336","418"
