"","Sequence_ID","Cluster"
"57","AB366653_0A_Fwd_151501","47"
"58","AB366653_0A_Rev_176955","48"
"59","AB366653_0A_Fwd_141284","49"
"60","AB366653_0A_Rev_62373","50"
"61","AB366653_0A_Rev_226225","51"
"62","AB366653_0A_Fwd_109187","52"
"63","AB366653_0A_Fwd_203836","53"
"64","AB366653_0A_Fwd_102429","54"
"65","AB366653_0A_Fwd_57783","55"
"66","AB366653_0A_Fwd_189174","56"
"67","AB366653_0A_Fwd_182847","57"
"68","AB366653_0A_Fwd_139752","58"
"69","AB366653_0A_Fwd_94952","59"
"70","PP230461_0A_Rev_14166","59"
"71","AB366653_0A_Rev_157623","60"
"72","AB366653_0A_Fwd_52681","61"
"73","AB366653_0A_Rev_74105","62"
"74","AB366653_0A_Rev_58938","63"
"75","AB366653_0A_Fwd_159031","64"
"76","AB366653_0A_Fwd_163514","65"
"77","AB366653_0A_Rev_163543","66"
"78","AB366653_0A_Rev_214206","67"
"79","AB366653_0A_Fwd_141236","68"
"80","AB366653_0A_Rev_225703","69"
"81","AB366653_0A_Fwd_100432","70"
"82","AB366653_0A_Rev_58884","71"
"83","AB366653_0A_Rev_207304","72"
"84","AB366653_0A_Rev_87582","73"
"85","AB366653_0A_Rev_153768","74"
"86","AB366653_0A_Fwd_156538","75"
"87","AB366653_0A_Rev_40267","76"
"88","AB366653_0A_Fwd_220936","77"
"89","MW460245_0A_Fwd_1524","77"
"90","AB366653_0A_Fwd_93110","78"
"91","AB366653_0A_Rev_128876","79"
"92","AB366653_0A_Rev_1749","80"
"93","KY087993_0A_Rev_13222","80"
"94","AB366653_0A_Rev_224446","81"
"95","PP496439_0A_Rev_173156","81"
"96","AB366653_0A_Rev_221448","82"
"97","AB366653_0A_Rev_21968","83"
"98","AB366653_0A_Fwd_153058","84"
"99","AB366653_0A_Rev_41222","85"
"100","AB366653_0A_Rev_205777","86"
"101","AB366653_0A_Rev_213099","87"
"102","AB366653_0A_Rev_18437","88"
"103","MF979559_0A_Rev_11614","88"
"104","AB366653_0A_Fwd_226601","89"
"105","OK318991_0A_Rev_20873","89"
"106","AB370205_0A_Fwd_26290","90"
"107","MG592620_0A_Rev_20620","90"
"108","AB370205_0A_Fwd_23284","91"
"109","AB370205_0A_Fwd_30771","92"
"110","AB370268_0A_Fwd_24707","93"
"111","AB370268_0A_Rev_38189","94"
"112","KU885989_0A_Fwd_23032","94"
"113","AB370268_0A_Fwd_20116","95"
"114","AB370268_0A_Fwd_26403","96"
"115","AB374228_0A_Rev_28781","97"
"116","AB374228_0A_Rev_14340","98"
"117","AB374228_0A_Rev_9313","99"
"118","AB374228_0A_Fwd_1803","100"
"119","AB374228_0A_Fwd_21961","101"
"120","AB374228_0A_Rev_17493","102"
"121","AB374228_0A_Fwd_25381","103"
"122","AB434711_0A_Rev_2700","104"
"123","AB451219_0A_Rev_8995","105"
"124","AB451219_0A_Fwd_23881","106"
"125","AB451219_0A_Rev_25097","107"
"126","AB451219_0A_Rev_4349","108"
"127","AB451219_0A_Rev_38942","109"
"128","AB451219_0A_Rev_2593","110"
"129","AB451219_0A_Rev_29925","111"
"130","AB451219_0A_Rev_17031","112"
"131","MT104474_0A_Fwd_35273","112"
"132","AB451219_0A_Rev_15780","113"
"133","AB451219_0A_Fwd_22150","114"
"134","AB451219_0A_Fwd_30184","115"
"135","AB451219_0A_Fwd_24469","116"
"136","OK319016_0A_Fwd_24337","116"
"137","ON170184_0A_Fwd_25929","116"
"138","AB472900_0A_Rev_53466","117"
"139","AB472900_0A_Fwd_5250","118"
"140","AB472900_0A_Rev_64663","119"
"141","AB472900_0A_Rev_37478","120"
"142","AB472900_0A_Rev_34303","121"
"143","AB472900_0A_Fwd_67507","122"
"144","AB472900_0A_Rev_85713","123"
"145","AB472900_0A_Fwd_39415","124"
"146","AB472900_0A_Rev_24569","125"
"147","AB472900_0A_Rev_21750","126"
"148","AB472900_0A_Rev_75485","127"
"149","MW760841_0A_Fwd_58888","127"
"150","AB472900_0A_Fwd_78681","128"
"151","AB472900_0A_Fwd_15966","129"
"152","AB472900_0A_Fwd_5064","130"
"153","AB472900_0A_Rev_11831","131"
"154","AB472900_0A_Fwd_47174","132"
"155","AB472900_0A_Fwd_30833","133"
"156","AB472900_0A_Fwd_14604","134"
"157","AB472900_0A_Rev_7362","135"
"158","AB472900_0A_Rev_248","136"
"159","AB472900_0A_Fwd_10289","137"
"160","AB472900_0A_Fwd_63412","138"
"161","AB472900_0A_Rev_7121","139"
"162","AB560486_0A_Rev_15937","140"
"163","AB560486_0A_Rev_9126","141"
"164","JX128258_0A_Rev_17675","141"
"165","AB560486_0A_Fwd_46227","142"
"166","AB560486_0A_Fwd_8959","143"
"167","AB560486_0A_Fwd_44659","144"
"168","AB560486_0A_Fwd_50753","145"
"169","AB560486_0A_Rev_32404","146"
"170","AB560486_0A_Rev_13854","147"
"171","MH059633_0A_Rev_9295","147"
"172","PP537389_0A_Rev_62379","147"
"173","AB560486_0A_Fwd_15191","148"
"174","JF937105_0A_Fwd_7123","148"
"175","AB560486_0A_Fwd_43246","149"
"176","KP063902_0A_Rev_1590","149"
"177","MH536736_0A_Fwd_39543","149"
"178","AB560486_0A_Rev_41490","150"
"179","AB560486_0A_Rev_17991","151"
"180","AB560486_0A_Fwd_27453","152"
"181","AB560486_0A_Fwd_7348","153"
"182","AB560486_0A_Rev_37513","154"
"183","AB560486_0A_Fwd_20287","155"
"184","AB560486_0A_Rev_56187","156"
"185","AB560486_0A_Fwd_38235","157"
"186","MT491205_0A_Fwd_38774","157"
"187","AB560486_0A_Fwd_21072","158"
"188","AB560486_0A_Rev_36395","159"
"189","AB560486_0A_Rev_61237","160"
"190","AB560486_0A_Fwd_26853","161"
"191","MW406974_0A_Fwd_33647","161"
"192","AB560486_0A_Fwd_20656","162"
"193","AB560486_0A_Rev_9105","163"
"194","AB560486_0A_Fwd_9790","164"
"195","AB560486_0A_Fwd_8561","165"
"196","AB560486_0A_Fwd_22177","166"
"197","DQ163917_0A_Fwd_23219","166"
"198","AB597179_0A_Rev_14930","167"
"199","OK318991_0A_Rev_14853","167"
"200","AB597179_0A_Rev_30619","168"
"201","AB597179_0A_Rev_16160","169"
"202","KP343639_0A_Rev_28205","169"
"203","AB597179_0A_Rev_31134","170"
"204","AB597179_0A_Fwd_20589","171"
"205","KX397366_0A_Rev_154386","171"
"206","AB605730_0A_Fwd_106549","172"
"207","AB605730_0A_Fwd_26491","173"
"208","AB605730_0A_Rev_11785","174"
"209","AB605730_0A_Fwd_75725","175"
"210","AB605730_0A_Fwd_55414","176"
"211","CAKLQC020000001_0A_Fwd_156172","176"
"212","AB605730_0A_Fwd_26925","177"
"213","AB605730_0A_Fwd_28938","178"
"214","AB605730_0A_Fwd_92604","179"
"215","AB605730_0A_Fwd_74461","180"
"216","AB605730_0A_Rev_126607","181"
"217","AB605730_0A_Rev_6109","182"
"218","AB609718_0A_Rev_1784","183"
"219","AB609718_0A_Fwd_58515","184"
"220","AB609718_0A_Rev_69292","185"
"221","AB609718_0A_Rev_52106","186"
"222","AB609718_0A_Fwd_30758","187"
"223","AB609718_0A_Fwd_56541","188"
"224","AB609718_0A_Rev_13877","189"
"225","AB609718_0A_Rev_108417","190"
"226","AB609718_0A_Fwd_133615","191"
"227","AB626963_0A_Rev_651","192"
"228","AB711120_0A_Rev_7921","193"
"229","AB711120_0A_Fwd_25332","194"
"230","AB711120_0A_Fwd_730","195"
"231","AB711120_0A_Fwd_38281","196"
"232","AB711120_0A_Rev_22217","197"
"233","AB711120_0A_Rev_30139","198"
"234","AB711120_0A_Rev_6592","199"
"235","AB711120_0A_Rev_43838","200"
"236","MW824410_0A_Rev_4112","200"
"237","AB712291_0A_Rev_37122","201"
"238","AB712291_0A_Rev_3961","202"
"239","AB712291_0A_Rev_5292","203"
"240","AB712291_0A_Rev_14928","204"
"241","AB716666_0A_Rev_26441","205"
"242","MZ634338_0A_Rev_27340","205"
"243","PQ358941_0A_Rev_27176","205"
"244","AB716666_0A_Rev_31687","206"
"245","KF765493_0A_Rev_32458","206"
"246","OM864357_0A_Rev_30457","206"
"247","AB716666_0A_Rev_14651","207"
"248","MN270887_0A_Rev_3260","207"
"249","ON602732_0A_Rev_32218","207"
"250","AB716666_0A_Rev_12179","208"
"251","AB720063_0A_Fwd_24283","209"
"252","MW671054_0A_Fwd_32924","209"
"253","AB720063_0A_Rev_3688","210"
"254","AB720064_0A_Fwd_2539","211"
"255","AB720064_0A_Fwd_29621","212"
"256","AB720064_0A_Fwd_7599","213"
"257","AB720064_0A_Fwd_14117","214"
"258","AB720064_0A_Fwd_827","215"
"259","AB720064_0A_Fwd_27393","216"
"260","AB720064_0A_Rev_29908","217"
"261","AB720064_0A_Fwd_7010","218"
"262","AB720064_0A_Fwd_24540","219"
"263","AB720064_0A_Rev_2092","220"
"264","AB720064_0A_Rev_38640","221"
"265","AB720064_0A_Rev_31437","222"
"266","AB720064_0A_Rev_724","223"
"267","AB720064_0A_Fwd_26010","224"
"268","AB731695_0A_Rev_24016","225"
"269","AB746912_0A_Fwd_21673","226"
"270","AB746912_0A_Rev_12679","227"
"271","AB746912_0A_Rev_36081","228"
"272","AB746912_0A_Fwd_9620","229"
"273","AB757800_0A_Fwd_41336","230"
"274","AB757800_0A_Fwd_39921","231"
"275","OP313111_0A_Rev_15459","231"
"276","AB757800_0A_Rev_28917","232"
"277","AB757800_0A_Rev_14982","233"
"278","AB757800_0A_Fwd_32484","234"
"279","AB767244_0A_Rev_24774","235"
"280","AP013057_0A_Rev_24817","235"
"281","AB767244_0A_Rev_39186","236"
"282","AB767244_0A_Rev_21245","237"
"283","AB767244_0A_Rev_17921","238"
"284","AB767244_0A_Rev_35931","239"
"285","AB767244_0A_Fwd_39081","240"
"286","AB767244_0A_Rev_30793","241"
"287","AB767244_0A_Fwd_16560","242"
"288","AB767244_0A_Fwd_11764","243"
"289","AB767244_0A_Fwd_20374","244"
"290","AB767244_0A_Fwd_2282","245"
"291","AB767244_0A_Fwd_34467","246"
"292","AB767244_0A_Fwd_4698","247"
"293","AB767244_0A_Fwd_41910","248"
"294","AB767244_0A_Fwd_8927","249"
"295","AB767244_0A_Fwd_23210","250"
"296","AB775548_0A_Fwd_11361","251"
"297","AB775548_0A_Rev_36276","252"
"298","AB775548_0A_Rev_35085","253"
"299","AB775548_0A_Rev_756","254"
"300","AB775549_0A_Rev_14380","255"
"301","AF493143_0A_Rev_10456","255"
"302","JX173487_0A_Rev_13254","255"
"303","KX431888_0A_Rev_13249","255"
"304","KY124276_0A_Rev_12195","255"
"305","AB775549_0A_Fwd_30804","256"
"306","OP136151_0A_Fwd_55843","256"
"307","AB775549_0A_Fwd_14790","257"
"308","HG813241_0A_Fwd_11726","257"
"309","AB775549_0A_Fwd_17896","258"
"310","AB775549_0A_Rev_8891","259"
"311","MH179475_0A_Rev_9027","259"
"312","AB775549_0A_Fwd_29616","260"
"313","AB775549_0A_Rev_29558","261"
"314","MH179475_0A_Rev_29597","261"
"315","AB775549_0A_Rev_17496","262"
"316","GU583987_0A_Rev_15925","262"
"317","KX431888_0A_Rev_16795","262"
"318","AB775549_0A_Rev_12373","263"
"319","MT778838_0A_Rev_20321","263"
"320","AB775549_0A_Rev_24009","264"
"321","MK279909_0A_Fwd_345","264"
"322","OR687459_0A_Rev_33605","264"
"323","AB797215_0A_Fwd_18218","265"
"324","AB797215_0A_Fwd_112283","266"
"325","KX147096_0A_Fwd_90703","266"
"326","AB797215_0A_Rev_88605","267"
"327","AB797215_0A_Rev_101075","268"
"328","AB797215_0A_Fwd_16420","269"
"329","AB797215_0A_Rev_99192","270"
"330","AB797215_0A_Rev_19138","271"
"331","AB797215_0A_Fwd_110379","272"
"332","AB797215_0A_Fwd_21129","273"
"333","AB797215_0A_Fwd_46361","274"
"334","AB797215_0A_Fwd_9037","275"
"335","AB797215_0A_Fwd_19890","276"
"336","AB797215_0A_Fwd_95114","277"
"337","AB823818_0A_Fwd_2890","278"
"338","AB823818_0A_Rev_577","279"
"339","AB823818_0A_Rev_12797","280"
"340","AB823818_0A_Fwd_32859","281"
"341","AB828698_0A_Fwd_8093","282"
"342","AB854109_0A_Rev_4021","283"
"343","AB854109_0A_Fwd_7803","284"
"344","AB854109_0A_Fwd_31316","285"
"345","MF150911_0A_Fwd_12372","285"
"346","MK552140_0A_Rev_126669","285"
"347","AB854109_0A_Rev_9183","286"
"348","OX359471_0A_Rev_14557","286"
"349","AB854109_0A_Rev_44230","287"
"350","AB854109_0A_Rev_19691","288"
"351","AB854109_0A_Fwd_4974","289"
"352","AB854109_0A_Fwd_37746","290"
"353","MH588546_0A_Rev_62114","290"
"354","AB854109_0A_Fwd_35933","291"
"355","AB854109_0A_Rev_5198","292"
"356","AB854109_0A_Fwd_35066","293"
"357","AB863625_0A_Rev_9890","294"
"358","AB863625_0A_Rev_1849","295"
"359","AB863625_0A_Rev_1957","296"
"360","AB863625_0A_Fwd_31681","297"
"361","OM638608_0A_Rev_17791","297"
"362","AB863625_0A_Rev_13286","298"
"363","AB863625_0A_Rev_6160","299"
"364","AB863625_0A_Fwd_15362","300"
"365","PP978807_0A_Rev_26851","300"
"366","AB863625_0A_Rev_39889","301"
"367","AB863625_0A_Fwd_6149","302"
"368","AB897757_0A_Fwd_34073","303"
"369","AB897757_0A_Rev_279892","304"
"370","AB897757_0A_Fwd_3892","305"
"371","AB897757_0A_Rev_346359","306"
"372","AB897757_0A_Fwd_137351","307"
"373","LR596615_0A_Fwd_231295","307"
"374","AB897757_0A_Fwd_228265","308"
"375","AB897757_0A_Rev_262028","309"
"376","AB897757_0A_Rev_266440","310"
"377","AB897757_0A_Fwd_332865","311"
"378","AB897757_0A_Fwd_97814","312"
"379","AB897757_0A_Rev_258091","313"
"380","AB897757_0A_Fwd_162670","314"
"381","AB897757_0A_Rev_101213","315"
"382","AB897757_0A_Fwd_328517","316"
"383","AB897757_0A_Fwd_307622","317"
"384","AB903967_0A_Fwd_72768","318"
"385","AB910392_0A_Rev_33710","319"
"386","AB910392_0A_Fwd_36141","320"
"387","OP009275_0A_Fwd_34167","320"
"388","AB910392_0A_Fwd_12194","321"
"389","AB910392_0A_Fwd_45250","322"
"390","AB910392_0A_Rev_25441","323"
"391","AB910392_0A_Rev_29051","324"
"392","AB910392_0A_Rev_8115","325"
"393","AB910392_0A_Rev_60598","326"
"394","AB910392_0A_Rev_37992","327"
"395","AB910393_0A_Fwd_13746","328"
"396","AB910393_0A_Fwd_28175","329"
"397","OK094707_0A_Fwd_28192","329"
"398","AB910393_0A_Rev_47513","330"
"399","AB910393_0A_Rev_63464","331"
"400","AB910393_0A_Rev_16743","332"
"401","ON529851_0A_Fwd_99204","332"
"402","AB910393_0A_Fwd_17745","333"
"403","AB910393_0A_Rev_63480","334"
"404","AB910393_0A_Rev_32385","335"
"405","AB910393_0A_Fwd_45622","336"
"406","AB910393_0A_Fwd_25337","337"
"407","AB910393_0A_Fwd_3864","338"
"408","AB910393_0A_Fwd_9273","339"
"409","AB910393_0A_Rev_27706","340"
"410","OK094707_0A_Rev_27723","340"
"411","AB910393_0A_Rev_27793","341"
"412","AB910393_0A_Fwd_31712","342"
"413","AB910393_0A_Fwd_6964","343"
"414","MH155877_0A_Fwd_46099","343"
"415","AB910393_0A_Rev_13927","344"
"416","AB910393_0A_Rev_10979","345"
"417","AB910393_0A_Fwd_51960","346"
"418","AB910393_0A_Fwd_34817","347"
"419","AB910393_0A_Fwd_55186","348"
"420","OQ383211_0A_Fwd_43916","348"
"421","AB910393_0A_Rev_19891","349"
"422","AB910602_0A_Rev_4071","350"
"423","AB910602_0A_Rev_988","351"
"424","AB916497_0A_Fwd_5745","352"
"425","AB916497_0A_Fwd_21586","353"
"426","AB916497_0A_Rev_9313","354"
"427","AB916497_0A_Rev_5441","355"
"428","AB920995_0A_Rev_11462","356"
"429","MT951568_0A_Rev_8888","356"
"430","MW145136_0A_Rev_34591","356"
"431","PP496447_0A_Rev_7894","356"
"432","AB920995_0A_Rev_39973","357"
"433","AB920995_0A_Rev_10445","358"
"434","MG757156_0A_Fwd_50392","358"
"435","AB920995_0A_Fwd_8357","359"
"436","AB920995_0A_Fwd_8864","360"
"437","AB920995_0A_Rev_21036","361"
"438","AB920995_0A_Rev_41134","362"
"439","ON932081_0A_Rev_430","362"
"440","AB920995_0A_Fwd_29319","363"
"441","AB983711_0A_Fwd_28498","363"
"442","AB930182_0A_Fwd_91218","364"
"443","AB930182_0A_Fwd_51262","365"
"444","AB930182_0A_Rev_14436","366"
"445","AB930182_0A_Rev_82350","367"
"446","AB930182_0A_Fwd_14005","368"
"447","AB930182_0A_Rev_13003","369"
"448","AB930182_0A_Fwd_141927","370"
"449","KF669652_0A_Fwd_62538","370"
"450","AB930182_0A_Rev_7003","371"
"451","AB930182_0A_Rev_964","372"
"452","AB930182_0A_Fwd_66316","373"
"453","LT960608_0A_Fwd_149049","373"
"454","AB930182_0A_Rev_90685","374"
"455","AB930182_0A_Fwd_45027","375"
"456","AB930182_0A_Rev_55780","376"
"457","AB930182_0A_Fwd_117061","377"
"458","AB967974_0A_Fwd_46378","378"
"459","AB967974_0A_Rev_22681","379"
"460","AB967974_0A_Rev_21410","380"
"461","AB967974_0A_Fwd_27382","381"
"462","AB967974_0A_Fwd_24523","382"
"463","AB967974_0A_Fwd_40013","383"
"464","AB967974_0A_Rev_31704","384"
"465","MH576965_0A_Rev_95760","384"
"466","AB967974_0A_Rev_45678","385"
"467","AB967974_0A_Rev_4219","386"
"468","AB967974_0A_Rev_12890","387"
"469","AB967974_0A_Rev_12224","388"
"470","AB967974_0A_Fwd_33874","389"
"471","AB967974_0A_Rev_15959","390"
"472","AB967974_0A_Fwd_20302","391"
"473","AB971354_0A_Fwd_801","392"
"474","AB971354_0A_Rev_919","393"
"475","AB971354_0A_Rev_808","394"
"476","LC710219_0A_Rev_799","394"
"477","AB971354_0A_Fwd_2578","395"
"478","AB981169_0A_Rev_36960","396"
"479","AB981169_0A_Fwd_9450","397"
"480","AB983711_0A_Fwd_30008","398"
"481","MW460245_0A_Fwd_87864","398"
"482","AB983711_0A_Rev_12347","399"
"483","AB983711_0A_Fwd_6872","400"
"484","AB983711_0A_Fwd_24245","401"
"485","AB983711_0A_Fwd_15019","402"
"486","AB983711_0A_Rev_21898","403"
"487","AB983711_0A_Fwd_25732","404"
"488","AB983711_0A_Rev_28044","405"
"489","AC171169_0A_Rev_6115","406"
"490","CP000917_0A_Rev_15436","406"
"491","AC171169_0A_Fwd_67324","407"
"492","AC171169_0A_Rev_39078","408"
"493","AC171169_0A_Rev_12359","409"
"494","AC171169_0A_Fwd_6283","410"
"495","AC171169_0A_Rev_25591","411"
"496","KY787212_0A_Rev_42909","411"
"497","AC171169_0A_Rev_549","412"
"498","ACSJ01000017_0A_Fwd_55632","413"
"499","ACSJ01000017_0A_Rev_58054","414"
"500","AF009630_0A_Rev_2172","415"
"501","AF011378_0A_Fwd_8023","416"
"502","AF020713_0A_Fwd_29086","417"
"503","AF020713_0A_Rev_116692","418"
"504","AF020713_0A_Rev_82479","419"
"505","AF020713_0A_Rev_82332","420"
"506","AF020713_0A_Rev_37233","421"
"507","AF020713_0A_Rev_61035","422"
"508","AF020713_0A_Fwd_78821","423"
"509","AF020713_0A_Rev_125818","424"
"510","JX561091_0A_Rev_51398","424"
"511","AF020713_0A_Fwd_34169","425"
"512","AF020713_0A_Rev_34938","426"
"513","AF020713_0A_Fwd_102808","427"
"514","AF020713_0A_Fwd_44117","428"
"515","AF020713_0A_Fwd_79074","429"
"516","AF022214_0A_Rev_25594","430"
"517","KJ510415_0A_Rev_25208","430"
"518","KX641263_0A_Rev_26648","430"
"519","AF022214_0A_Rev_11927","431"
"520","MN062708_0A_Rev_14027","431"
"521","AF022214_0A_Rev_31374","432"
"522","ON529863_0A_Rev_60683","432"
"523","AF022214_0A_Rev_47014","433"
"524","JN699005_0A_Rev_50633","433"
"525","AF022214_0A_Rev_22796","434"
"526","KT381276_0A_Rev_22008","434"
"527","KY798216_0A_Rev_22145","434"
"528","AF022214_0A_Rev_8875","435"
"529","JF704107_0A_Rev_7652","435"
"530","KX657793_0A_Rev_9820","435"
"531","MW314854_0A_Rev_12840","435"
"532","AF022214_0A_Fwd_29710","436"
"533","AP018486_0A_Fwd_33666","436"
"534","JF704093_0A_Fwd_30118","436"
"535","KC661279_0A_Fwd_28948","436"
"536","AF022214_0A_Fwd_48208","437"
"537","AF059242_0A_Fwd_2577","438"
"538","AF059242_0A_Fwd_1918","439"
"539","AF059242_0A_Rev_917","440"
"540","AF064539_0A_Rev_39392","441"
"541","AF064539_0A_Fwd_656","442"
"542","AF064539_0A_Fwd_17030","443"
"543","AF064539_0A_Rev_13839","444"
"544","AF069308_0A_Rev_11848","444"
"545","MN019128_0A_Rev_41092","444"
"546","AF064539_0A_Fwd_31334","445"
"547","AY374448_0A_Fwd_35760","445"
"548","AF064539_0A_Fwd_15272","446"
"549","AF069308_0A_Fwd_13612","446"
"550","AF069529_0A_Fwd_14424","446"
"551","AF064539_0A_Rev_1202","447"
"552","AF064539_0A_Fwd_32804","448"
"553","AF068845_0A_Fwd_50688","449"
"554","HM152764_0A_Fwd_50514","449"
"555","AF068845_0A_Rev_27874","450"
"556","HM152764_0A_Rev_28375","450"
"557","MH834612_0A_Fwd_41340","450"
"558","MT701591_0A_Fwd_12812","450"
"559","AF068845_0A_Rev_10295","451"
"560","AF068845_0A_Fwd_20648","452"
"561","AF068845_0A_Fwd_3512","453"
"562","AF068845_0A_Fwd_17273","454"
"563","KT281789_0A_Fwd_18909","454"
"564","AF068845_0A_Rev_20689","455"
"565","AF068845_0A_Rev_35470","456"
"566","MH509442_0A_Rev_40268","456"
"567","AF068845_0A_Rev_11141","457"
"568","AF068845_0A_Rev_8209","458"
"569","AF068845_0A_Fwd_42294","459"
"570","ON981384_0A_Rev_29608","459"
"571","AF068845_0A_Fwd_47898","460"
"572","AP018469_0A_Fwd_51547","460"
"573","KP027206_0A_Fwd_53458","460"
"574","MF324908_0A_Fwd_51233","460"
"575","AF068845_0A_Rev_47840","461"
"576","JF937104_0A_Rev_51145","461"
"577","KP027206_0A_Rev_53400","461"
"578","AF069308_0A_Fwd_13956","462"
"579","AF069308_0A_Rev_19581","463"
"580","AF069308_0A_Rev_27812","464"
"581","AF069308_0A_Fwd_22241","465"
"582","AF069529_0A_Rev_29760","466"
"583","AF069529_0A_Rev_32219","467"
"584","AF083977_0A_Rev_23045","468"
"585","AF083977_0A_Rev_19543","469"
"586","DQ631426_0A_Rev_20546","469"
"587","AF083977_0A_Rev_29304","470"
"588","AF083977_0A_Rev_27455","471"
"589","PQ451753_0A_Fwd_220259","471"
"590","AF085222_0A_Rev_3024","472"
"591","AF085222_0A_Rev_30836","473"
"592","AF109874_0A_Fwd_19531","474"
"593","AF115102_0A_Fwd_3534","475"
"594","KT717085_0A_Fwd_2329","475"
"595","AF115102_0A_Fwd_32390","476"
"596","AF115102_0A_Fwd_20432","477"
"597","AF115102_0A_Rev_1874","478"
"598","AF115102_0A_Fwd_27280","479"
"599","AF115102_0A_Fwd_19307","480"
"600","AF115102_0A_Fwd_15832","481"
"601","FJ226752_0A_Fwd_14895","481"
"602","MH375596_0A_Fwd_13809","481"
"603","AF115103_0A_Rev_39365","482"
"604","AF115103_0A_Fwd_40472","483"
"605","AF125520_0A_Rev_6455","484"
"606","AF125520_0A_Fwd_55555","485"
"607","AF125520_0A_Rev_23492","486"
"608","AF125520_0A_Rev_23299","487"
"609","AF125520_0A_Fwd_26255","488"
"610","LR595862_0A_Fwd_43641","488"
"611","LR597641_0A_Fwd_42492","488"
"612","AF125520_0A_Fwd_19979","489"
"613","MH179473_0A_Fwd_9296","489"
"614","MT451983_0A_Rev_10298","489"
"615","AF125520_0A_Rev_9713","490"
"616","AF125520_0A_Rev_6751","491"
"617","CP051275_0A_Rev_15617","491"
"618","AF145054_0A_Fwd_16184","492"
"619","MK448751_0A_Fwd_21683","492"
"620","AF145054_0A_Rev_2323","493"
"621","AF145054_0A_Rev_9947","494"
"622","AF157835_0A_Rev_1227","495"
"623","AF157835_0A_Fwd_15867","496"
"624","AF157835_0A_Fwd_13059","497"
"625","AF157835_0A_Rev_30640","498"
"626","AF157835_0A_Rev_35706","499"
"627","AF158101_0A_Fwd_135375","500"
"628","AF158101_0A_Rev_15092","501"
"629","PP886229_0A_Rev_86751","501"
"630","AF158101_0A_Fwd_119042","502"
"631","AF158101_0A_Rev_7583","503"
"632","AF158101_0A_Fwd_97574","504"
"633","AF158101_0A_Fwd_103064","505"
"634","CP062992_0A_Fwd_46549","505"
"635","LC371242_0A_Fwd_107207","505"
"636","AF158101_0A_Fwd_119138","506"
"637","AF158101_0A_Rev_131094","507"
"638","AF158101_0A_Rev_153757","508"
"639","AF158101_0A_Fwd_35173","509"
"640","AF158600_0A_Rev_18432","510"
"641","AF158600_0A_Fwd_3094","511"
"642","KY705285_0A_Fwd_2421","511"
"643","AF158600_0A_Rev_234","512"
"644","AF158600_0A_Rev_22515","513"
"645","AF158600_0A_Rev_84","514"
"646","KY705268_0A_Rev_34089","514"
"647","AF165214_0A_Rev_33808","515"
"648","AF165214_0A_Rev_4061","516"
"649","AF165214_0A_Rev_39549","517"
"650","AF165214_0A_Fwd_40883","518"
