genome,cluster,score
AP019561.fna,0_1324,1.3151796427418363
AP019562.fna,0_1457,1.3098265490025711
AY007505.fna,0_2011,1.2781146688591414
AY082070.fna,0_2108,1.2705677728288585
AY131267.fna,0_1850,1.2889440638175609
OL362280.fna,0_224,2.5936306298552485
AY212251.fna,0_2635,1.119189132972478
AY236756.fna,0_1824,1.290179140325106
AY459533.fna,0_1649,1.300075115311878
AY459535.fna,0_1451,1.3100590030960175
AY508486.fna,0_1243,1.3181096824344363
AY605066.fna,0_1567,1.3044546097893392
AY616446.fna,0_1332,1.3148786397210523
MT311968.fna,0_624,2.3862488381417983
AY682195.fna,0_457,1.5674992021902914
AY699705.fna,0_2009,1.2781897673350588
AY701338.fna,0_2656,1.0937754728383728
AY739900.fna,0_2237,1.2542405050644385
AY766464.fna,0_1201,1.320001740165781
AY855346.fna,0_746,1.3714654320607331
HE614282.fna,0_1108,2.306684046939366
AY954948.fna,0_2644,1.1046040542472473
AY954949.fna,0_2569,1.138023762497661
AY954950.fna,0_1523,1.306957235601264
AY954951.fna,0_1133,1.3233766098609392
AY954952.fna,0_996,1.329148154926608
AY954953.fna,0_974,1.3311185174776887
AY954954.fna,0_1295,1.3160696456543635
AY954955.fna,0_880,1.3387217601484096
AY954956.fna,0_1090,1.3252134425238142
AY954957.fna,0_944,1.3335274965298303
AY954958.fna,0_1015,1.3281462861110538
AY954959.fna,0_911,1.3359819811115639
AY954960.fna,0_1026,1.327623681132538
AY954961.fna,0_1075,1.3255155604730038
AY954962.fna,0_1087,1.3253091586937011
AY954963.fna,0_1225,2.3171176404270004
AY954964.fna,0_1126,1.3237320313368466
AY954965.fna,0_1246,1.3180159475631488
AY954966.fna,0_1067,1.3258976407769913
AY954967.fna,0_1166,1.3218416335991248
AY954968.fna,0_1044,1.3269449082903955
MG656408.fna,0_223,2.5934628892407607
MT151386.fna,0_362,2.5805896145234124
B4PORFSX.fna,0_2680,1.0116604764613721
C2PVCG.fna,0_2438,1.180902434960212
CAJCJZ010000002.fna,0_541,1.4738661981700942
CAJDJX010000002.fna,0_1194,1.3203524185706512
CAJDJY010000002.fna,0_330,2.5828142866157875
CAJDJZ010000002.fna,0_300,1.5844727028159502
CAJDKA010000002.fna,0_204,1.597252503444087
CAJDKB010000002.fna,0_1406,1.3119525846543092
CAJDKF010000002.fna,0_1241,1.3181617398846295
CP000315.fna,0_1684,1.2984168878290423
CP002495.fna,0_2282,1.2501855146642034
CP002889.fna,0_1384,1.3131064324871855
CP003186.fna,0_1218,1.31930385767989
CP011103.fna,0_1222,1.3191743736860282
LN681537.fna,0_455,2.567792330031899
CP018841.fna,0_2535,1.1434441823494161
CP019719.fna,0_893,1.3375681204351983
CP027117.fna,0_486,1.544831686440706
CP050061.fna,0_626,1.3946408341284604
MT366946.fna,0_453,2.5180912629340453
CP062422.fna,0_1036,1.327134779103849
CP062426.fna,0_1266,1.3171757368081214
CP062427.fna,0_1094,1.3251277659628484
CP062430.fna,0_937,1.33398771350073
CP062434.fna,0_960,2.3325018279710097
CP062457.fna,0_1463,2.305302909537541
CP062436.fna,0_998,1.3290788673571141
CP062442.fna,0_906,1.3363413100863268
CP062447.fna,0_993,1.329509082356085
CP062451.fna,0_1071,1.3257117119738426
CP062454.fna,0_1153,1.3223681133678373
CP062461.fna,0_886,1.3378440321417653
CP062462.fna,0_1120,1.3239450053193105
CP063417.fna,0_713,1.3801660534946834
CP063964.fna,0_1964,1.2816288367156479
CP063968.fna,0_765,1.366897641169985
CP067347.fna,0_442,1.5698017008797338
CP067352.fna,0_490,1.5345757301554963
CP069347.fna,0_2053,1.2752859029203703
CP069348.fna,0_446,1.569139074999013
CP071049.fna,0_1158,1.3221586966515226
CP124934.fna,0_2341,2.238341576843161
CP103806.fna,0_1977,1.2804802662341284
CP103976.fna,0_600,1.4100560801200115
CP124927.fna,0_1875,1.2872942915540997
CP124941.fna,0_2285,1.2496152934510514
CP124955.fna,0_2284,1.249993232359666
CP124962.fna,0_2309,1.2455885303805059
DQ003637.fna,0_1595,1.3027905101699324
DQ003638.fna,0_397,1.5773391988738479
DQ003639.fna,0_1143,1.322974791346442
DQ003640.fna,0_827,1.3493973388405527
DQ003641.fna,0_1913,1.2850749147754343
DQ003642.fna,0_1679,1.2985992304373863
MT178766.fna,0_426,2.572727927808242
DQ054536.fna,0_2351,1.235711766810489
DQ150593.fna,0_1699,1.2977431730290951
DQ222853.fna,0_1771,2.2930701720285063
DQ289555.fna,0_1369,2.3088888010508457
DQ227763.fna,0_2281,1.2502211038212034
DQ227764.fna,0_2370,1.2272949050352242
DQ320509.fna,0_1668,1.2992532631911455
DQ340064.fna,0_2012,1.2780583279530648
DQ386162.fna,0_2271,1.251314403123148
DQ394806.fna,0_1786,1.2928683228306084
DQ394807.fna,0_1933,2.275885196376989
DQ394808.fna,0_1893,1.286102990078755
DQ394810.fna,0_2096,1.2714344484979403
DQ453159.fna,0_1370,1.313665123825873
DQ466086.fna,0_685,1.3841702207509052
DQ490056.fna,0_2387,1.2199259122203459
DQ517338.fna,0_999,1.329054116437712
DQ530359.fna,0_1085,1.3253796594102898
DQ530360.fna,0_1079,1.3254652366625925
OR844996.fna,0_484,2.5203799374138907
DQ530362.fna,0_1072,1.325686574245216
DQ535032.fna,0_559,1.4574503093339932
DQ831957.fna,0_1048,1.3268449095592008
DQ834250.fna,0_987,1.329928585776007
DQ838728.fna,0_2100,2.2707726282643743
DQ840344.fna,0_1982,1.2803749857239541
DQ864624.fna,0_1407,1.3119365157424028
DQ908929.fna,0_1195,1.3203472656360407
EF116926.fna,0_1890,1.2862658256394455
EF207558.fna,0_1637,1.300888232620856
EF455602.fna,0_2013,1.277908014031028
EF462197.fna,0_1185,1.320820824496451
EF462198.fna,0_837,1.3476457951723875
EF462199.fna,0_1103,1.324597836697277
EF529515.fna,0_1939,1.2833770407788077
EF583821.fna,0_21,1.6781704912223256
EU081845.fna,0_709,1.3805256788971736
EU136189.fna,0_2589,2.133125156144524
MG253651.fna,0_2314,2.2404942843219238
EU246945.fna,0_1481,1.3089702719603338
EU340421.fna,0_2205,1.2594933493767555
EU408779.fna,0_2663,1.0871510846140113
EU409559.fna,0_802,1.3550084839063956
MH844529.fna,0_205,2.594357743868449
EU438902.fna,0_2529,1.1446395658132884
EU588980.fna,0_1608,1.3021526641697339
EU622808.fna,0_2531,1.1445353768112327
EU719189.fna,0_774,1.361486838088089
EU771092.fna,0_2510,1.1505760392625457
EU855793.fna,0_1929,1.2839566617489746
EU861004.fna,0_1154,1.3223272674253796
EU861005.fna,0_908,1.336259914283683
EU871039.fna,0_1590,1.3031645122711986
EU874396.fna,0_750,1.3705636175322642
EU887664.fna,0_1745,2.2946339787014822
FJ226752.fna,0_1943,1.2832670432997535
FJ230960.fna,0_444,1.5692095238915615
FJ236310.fna,0_1996,1.279300688876574
FJ429185.fna,0_615,1.397343275105455
FJ713816.fna,0_963,1.3321409642747994
FJ792813.fna,0_2488,1.1702955428804631
FJ822135.fna,0_302,1.5843138477406762
FJ848881.fna,0_2361,1.2326929110566929
FJ848882.fna,0_2187,1.2618065152508864
FJ848883.fna,0_2321,2.2425135135693854
FJ848884.fna,0_2350,2.234183418653124
FJ965538.fna,0_1780,1.293178053187109
FM163528.fna,0_1570,1.3042882176780957
FM864213.fna,0_650,1.3902524528139701
FN391954.fna,0_2229,1.255605602228914
FN997652.fna,0_599,1.410233281983671
FR671405.fna,0_1784,1.2930320090073364
FR671406.fna,0_1461,1.3095938458024987
FR671407.fna,0_1729,1.295801729930226
FR671408.fna,0_2194,1.2607852487215854
FR671409.fna,0_2164,1.264622121541961
FR671410.fna,0_1905,1.28548672916662
FR671411.fna,0_1870,1.2874562365532696
GQ398772.fna,0_1382,1.313122415061141
GQ403788.fna,0_1803,1.2914660999828689
JF767210.fna,0_1526,2.3067359516371346
GQ451696.fna,0_2320,1.242969887393171
GQ452243.fna,0_1125,1.3238334735702861
GQ478081.fna,0_1607,2.3014036096755275
GQ478082.fna,0_1584,1.3034710482165717
GQ478085.fna,0_1811,2.2895080033239346
GQ478086.fna,0_1529,1.3067159486780624
GQ478087.fna,0_1438,1.310517774545628
GQ478088.fna,0_1713,1.297067361473918
GQ900512.fna,0_2677,1.0232188963135247
GQ915271.fna,0_2377,1.2226903956552415
OR199844.fna,0_2155,2.2621600357414096
GU169904.fna,0_233,1.592105795927012
GU229986.fna,0_688,1.3840434396294743
GU233956.fna,0_1576,1.3039606074433192
GU323708.fna,0_2149,1.2662478552440684
GU477322.fna,0_1309,1.3154854988314328
GU815339.fna,0_2630,1.1225207865866986
GU949551.fna,0_1725,1.2959632205816702
GU967410.fna,0_825,1.3495730698897899
HE861935.fna,0_894,1.3375109914580334
HE956704.fna,0_1836,1.2895387274627033
HE962497.fna,0_647,1.3908528998434737
HF563658.fna,0_1759,1.2942906006662431
HF937074.fna,0_2605,1.1307810083279812
HG380752.fna,0_1237,1.318364644778629
HG424323.fna,0_812,1.3522099110013555
HG531805.fna,0_737,1.3753159189551387
HG796225.fna,0_2102,2.268973640782413
HG799490.fna,0_1485,1.3088399086529479
HG799496.fna,0_1553,1.3055275448796522
HG799497.fna,0_1647,1.3001203684621827
HM029250.fna,0_488,1.5379104067456808
HM144385.fna,0_1798,1.2918248510076076
HM144386.fna,0_1268,1.317118212281903
HM144387.fna,0_143,1.6058073197988803
HM159959.fna,0_630,1.3941571853027606
HM242243.fna,0_473,1.5600129703984305
HM568888.fna,0_1333,1.3148680706309355
HM596271.fna,0_1614,1.3019059759967084
HM640230.fna,0_2634,1.1199814761095963
JQ779024.fna,0_1004,2.3234773831054527
HQ141410.fna,0_1148,1.3227353815161944
HQ141411.fna,0_1240,1.3182033768611152
HQ268735.fna,0_687,1.3840472825693824
HQ332138.fna,0_1727,1.295847882372685
JF731128.fna,0_636,1.3920192026995686
JF767208.fna,0_1657,1.2997637443500145
JF767209.fna,0_1660,1.2996504077567415
JF966203.fna,0_171,1.6017067720196758
JN051154.fna,0_1693,1.297966072818289
MG710484.fna,0_1200,2.318903570036028
JN192400.fna,0_1023,1.3276485956249124
JN192401.fna,0_1197,1.3202596470336587
JN638751.fna,0_1,1.856402216665999
JN654439.fna,0_130,1.6077473160480973
JN700519.fna,0_1465,1.3094150903461577
JN700520.fna,0_949,1.3332217612393564
JN700521.fna,0_1361,1.313951892050759
JN712910.fna,0_509,1.494191685525625
JN797796.fna,0_70,2.613533757816915
JN797797.fna,0_154,2.6017730328766704
JN800508.fna,0_2524,1.1464490886026693
JQ062992.fna,0_968,1.3316963757058602
JQ246028.fna,0_840,1.3467806655780468
JQ309827.fna,0_2584,1.135298204960494
JQ341413.fna,0_2103,1.2711308589393138
JQ619704.fna,0_1319,1.3152587847643682
JQ659259.fna,0_2393,1.2171589335643396
JQ660954.fna,0_2101,1.2712277953459732
KY779849.fna,0_290,2.582735762815003
JQ729990.fna,0_2549,1.1403735041767633
JQ729991.fna,0_2585,1.135298204960494
JQ729992.fna,0_2577,1.1365751910285002
JQ740787.fna,0_2173,1.2633663138921665
JQ740791.fna,0_2165,2.2642470050029737
JQ740790.fna,0_2130,2.263485068446625
JQ740792.fna,0_2169,2.2637653567777885
JQ740811.fna,0_2177,2.261621124201266
JQ740804.fna,0_2209,2.2579263263351916
JQ740813.fna,0_2175,1.2631652454118432
JQ779023.fna,0_898,2.337177192537548
OR088597.fna,0_401,2.574991583387058
JQ957932.fna,0_896,1.3373490443538074
JQ973847.fna,0_1286,1.3164582056862342
JX013863.fna,0_913,1.3357708977041272
JX094431.fna,0_125,1.608180341744191
JX094501.fna,0_1144,1.3229697002675849
PP453647.fna,0_1541,2.3052590537091726
MT668624.fna,0_385,2.577023996023362
JX126919.fna,0_594,2.4148519075719657
JX126920.fna,0_596,1.4136400071964776
JX145341.fna,0_818,1.3504047340276215
JX145342.fna,0_2212,1.258351456192301
JX174275.fna,0_875,1.3396053861282557
JX193904.fna,0_1360,1.3139837318222165
OP856857.fna,0_409,2.5758007729247088
JX238501.fna,0_215,1.5958196788825392
JX274646.fna,0_1058,1.326269021468201
JX274647.fna,0_1115,2.324092857100479
JX409894.fna,0_1251,1.3178596328058636
JX409895.fna,0_1099,1.3248755799765544
JX442241.fna,0_584,1.4215876741493463
JX486087.fna,0_1694,1.297903226809813
JX486088.fna,0_553,1.4612133163597223
JX564242.fna,0_2235,1.2544220838311615
JX567312.fna,0_2252,2.248023340860968
MW546075.fna,0_261,2.586394897090165
JX878671.fna,0_310,1.5838932374864232
JX879087.fna,0_1768,1.2937496010585896
KF296717.fna,0_1065,2.321702760808187
KC013021.fna,0_2381,1.2218160738528296
KC013022.fna,0_2382,1.221678127879461
KC013023.fna,0_2401,1.2143562413725508
KC013024.fna,0_2402,1.213304271284184
KC013025.fna,0_2360,1.2330706456712344
KC013026.fna,0_2354,1.2348655147521468
KX578043.fna,0_2358,2.2282000549909946
KC013028.fna,0_2357,1.2341692719229997
KX578044.fna,0_2362,2.228334982956288
KC171646.fna,0_1358,1.3140261775898794
KC171647.fna,0_1593,1.3028631281271186
KC182542.fna,0_2178,1.2628498633219873
KC182543.fna,0_2329,1.2410406625550001
KC182544.fna,0_2372,1.2260972311604679
KC182545.fna,0_2270,1.2513852066194717
KC182546.fna,0_2236,1.254310361021596
KC182547.fna,0_2349,1.2367441404522186
KC182548.fna,0_2263,2.252072394659969
KC182550.fna,0_2247,1.2534074896919303
KC182551.fna,0_2316,1.2438731542441337
KC182552.fna,0_2176,1.2631518342244288
KC237729.fna,0_1573,1.3041328032563846
KC330679.fna,0_803,1.3549733389928549
KC330682.fna,0_801,2.3523781073668393
KC330681.fna,0_804,2.3545816945083713
KC330683.fna,0_785,1.3581830929599032
MH401415.fna,0_1040,2.3240994582462813
KC348598.fna,0_2107,2.2700216997762923
KC348599.fna,0_1138,2.3201601500635554
KC348600.fna,0_1634,1.3009502207523957
KC348601.fna,0_1882,1.286921960122437
KC348602.fna,0_2040,1.2760708114525174
KC348603.fna,0_789,1.3573677109864257
KC348604.fna,0_1955,1.2823359470432973
KX077890.fna,0_1826,2.2892581409453907
KC413988.fna,0_1589,1.3031979735920065
KC430106.fna,0_117,1.6095028373642415
KC481682.fna,0_32,1.621783966857223
KC522412.fna,0_2268,1.2515125947643475
KC581799.fna,0_781,2.3536514957162997
KC595278.fna,0_1114,1.3242590142122568
KC595279.fna,0_1059,1.3262489630666021
KC595511.fna,0_544,1.4649281102551845
KC595512.fna,0_394,1.5778104753305824
KC595513.fna,0_374,1.579315163184937
KC595514.fna,0_733,2.374359397810279
KC595516.fna,0_639,1.391848734176175
KC595517.fna,0_897,1.3372537249014398
KC595518.fna,0_882,1.3384232563826202
KC685370.fna,0_2374,1.2252046037937498
KC699836.fna,0_241,1.591212096475545
KC847113.fna,0_2359,1.2331630520307062
KF010834.fna,0_1299,1.3159434767217761
KF021268.fna,0_355,1.5809523133887367
KF147927.fna,0_871,1.340062325161472
KF183314.fna,0_869,1.3405230005217934
KF183315.fna,0_1042,1.3270148800122548
KF188409.fna,0_1797,1.2919188516003808
KF188410.fna,0_2074,1.2737139102840311
KF188458.fna,0_2664,1.0859563445429532
KF192053.fna,0_676,1.3862457864493853
KF208639.fna,0_67,1.6141191123684586
KF296718.fna,0_1605,1.3022591020326346
KF554508.fna,0_380,1.5789724658268471
KF589919.fna,0_1052,1.3267148423250323
KF598856.fna,0_966,1.3319798450230729
KF669647.fna,0_48,1.6170549648715298
KF669648.fna,0_783,1.359016987781732
KF669649.fna,0_244,1.590463289135291
KF669651.fna,0_808,1.3541854803764424
KF669652.fna,0_148,1.6054624272037912
KF669655.fna,0_1492,2.3083067552928442
KF669659.fna,0_792,1.3567715885787517
KF669660.fna,0_1497,1.3081814657132518
KF669661.fna,0_555,1.4605794038774853
KF669662.fna,0_58,1.6158148167286668
KF669663.fna,0_545,1.4639940508814417
KF728385.fna,0_1247,1.3180003211500337
KF733017.fna,0_1392,1.3127545179128557
KF767351.fna,0_1663,1.299423556952907
KF831354.fna,0_1010,1.3284791017212476
KF926093.fna,0_466,1.5625292835662368
KF929199.fna,0_513,1.490875933267537
KJ010489.fna,0_1150,1.3226895069536595
KJ010548.fna,0_196,2.598071113360662
KJ024807.fna,0_772,1.363337873717093
KJ081346.fna,0_122,1.6087955056373966
KJ094020.fna,0_585,1.421523008502367
KJ094021.fna,0_587,1.4199847689580483
KJ094022.fna,0_1321,1.315216579275226
KJ094023.fna,0_1007,1.328573389503751
MN128594.fna,0_373,2.5793530350331606
KJ127303.fna,0_706,2.380926236503429
MN172529.fna,0_418,2.5751427541174956
KJ127304.fna,0_1302,1.3157488225454919
KJ140076.fna,0_1217,1.3193193905718683
KJ159566.fna,0_1575,1.303966164278863
KJ210330.fna,0_2593,1.1340501244163965
KJ417497.fna,0_1294,1.3160959216240657
KJ451625.fna,0_186,1.600030410213781
KJ452291.fna,0_1219,1.3192676099437728
KJ452292.fna,0_1089,1.325228558408471
KJ489010.fna,0_729,1.3760069179229597
KJ489011.fna,0_744,1.37222964935112
KJ489012.fna,0_739,1.3748914433369777
KJ489013.fna,0_710,1.3804748983835022
KJ489397.fna,0_109,1.6107929819213775
KJ489398.fna,0_116,1.6095926221578303
KJ489399.fna,0_133,1.6074659349661045
KJ489400.fna,0_114,1.609838659816352
KJ489401.fna,0_123,1.6083568669820067
PQ217617.fna,0_59,2.6129802664639405
KJ528544.fna,0_2525,1.1462194125106544
KJ535721.fna,0_452,1.5682079886095277
KJ535722.fna,0_392,2.576241064549429
KJ564036.fna,0_2152,1.2659303014122059
KJ564037.fna,0_2143,1.2670924021092014
KJ564038.fna,0_2317,1.2437632007044144
KJ586795.fna,0_413,1.5755154134075173
KJ591604.fna,0_445,1.5691751214738634
KJ596420.fna,0_1149,2.322435863394133
KJ608188.fna,0_1436,1.310577074198445
KJ608189.fna,0_787,1.3575457948848926
KJ617393.fna,0_2508,1.151306815828502
KJ668715.fna,0_489,1.5354634905856552
KJ676859.fna,0_118,1.609369452025787
KJ716334.fna,0_1403,1.312220224938828
KJ801817.fna,0_249,1.589459850806802
KJ804259.fna,0_510,1.4940875287298572
KJ888149.fna,0_308,1.5840019094496385
KJ920400.fna,0_889,1.3377108771565007
KM051843.fna,0_112,1.6104410216754617
KM091442.fna,0_2199,2.257464520155283
KM091443.fna,0_2206,2.2549059374962623
OP235318.fna,0_198,2.595351349816448
KM236245.fna,0_57,1.6158214250032192
KM236246.fna,0_99,1.611735048003256
KM236247.fna,0_1519,1.3070613448546515
KM236248.fna,0_1447,1.3101886367942814
KM262191.fna,0_2339,1.2386066527305677
KM262192.fna,0_2352,1.2356280510589759
KM289195.fna,0_1698,1.297754609355152
KM366100.fna,0_2603,1.131261599983287
KM373208.fna,0_430,2.4880116855762657
KM514685.fna,0_569,1.44496821646156
KM677185.fna,0_462,1.5649850386494042
KM882824.fna,0_2091,1.272175489106413
KM983327.fna,0_1191,1.3204399997553917
KM983328.fna,0_1821,1.2904040223433015
KM983329.fna,0_857,2.323585760122323
KM983330.fna,0_855,2.343770333085378
KM983331.fna,0_1666,1.2992759767437358
KM983332.fna,0_1921,1.2843523549567375
KM983334.fna,0_1667,1.2992759767437358
KP027015.fna,0_2211,1.2585501803486072
KP027446.fna,0_295,1.5846756848280146
KP027447.fna,0_337,1.5825494860168945
KP054477.fna,0_496,1.5207983316231344
KP063902.fna,0_1493,2.30659083489803
KP144388.fna,0_327,1.5830680073393149
KP202972.fna,0_1928,1.2839932174979372
KP208803.fna,0_1830,1.289710875747101
KP209285.fna,0_1430,1.3110024784097178
KP296791.fna,0_1773,1.293539819465571
MW927511.fna,0_1696,2.295857931272456
OP503994.fna,0_1308,2.315241585684667
KP296796.fna,0_1013,1.3283599428152293
KP339049.fna,0_230,1.5925269950804917
KP399677.fna,0_1648,1.3001203684621827
KP399678.fna,0_1383,1.3131117601425446
KP411017.fna,0_1479,1.3090299956639813
KP696447.fna,0_556,1.4599463447561796
KP696448.fna,0_550,1.4617003053890638
KP735928.fna,0_1229,1.318811407202296
KP793101.fna,0_2345,2.2363183182289634
KP793102.fna,0_2356,1.2342688719646993
KP793109.fna,0_2334,2.2337103520240453
KP793105.fna,0_2344,1.237779166227066
KP793106.fna,0_2342,1.2382459554276553
KP793107.fna,0_2343,1.237944915985337
MK301437.fna,0_2272,2.248875624926308
KP793110.fna,0_2323,1.2422918084304029
KP793116.fna,0_2276,2.247201743417719
KP793112.fna,0_2298,1.2478452271010751
KP793113.fna,0_2287,1.249358204570616
KP793127.fna,0_2214,2.2545600526173226
KP793117.fna,0_2274,1.2508181311755586
KP793118.fna,0_2261,1.2523528969908968
KP793119.fna,0_2208,1.2592476999562754
KP793120.fna,0_2256,1.2528527093169064
KP793122.fna,0_2230,1.2549450196265033
KP793123.fna,0_2225,1.2562918672445473
KP793126.fna,0_2218,2.2569859808124666
KP793128.fna,0_2203,1.2596842180987178
KP793129.fna,0_2201,1.259902148545439
KP793130.fna,0_2191,1.2615904886301204
KP793131.fna,0_2184,1.2623994827019525
KP793132.fna,0_2158,1.265154312828388
KP793133.fna,0_2335,1.2390716684145988
KP793134.fna,0_2303,1.2473986442343135
KP881332.fna,0_437,1.5712248108434972
KP893289.fna,0_1117,1.3241324523514275
KP893290.fna,0_1068,1.3258825713979072
KR049063.fna,0_459,1.566556067846188
KR131750.fna,0_1317,1.3152904334987432
KR153145.fna,0_2238,1.2542055686568414
KR709303.fna,0_1176,1.3212163803137886
KR816341.fna,0_1987,1.2800154087567557
KR905066.fna,0_1540,1.3061555683904147
KR905067.fna,0_1609,1.3021414571486254
KR905068.fna,0_2058,1.274727144835412
KR905069.fna,0_1547,1.305742599491552
KR905070.fna,0_2056,1.2748606155062219
KT001911.fna,0_1474,1.3091602449376762
KT001912.fna,0_1478,1.3090354242771478
KT070866.fna,0_552,1.461294108319536
KT070867.fna,0_34,1.6215433818545613
KT070868.fna,0_693,1.3833775853065138
KT151957.fna,0_460,2.5650171313462273
KT151958.fna,0_751,2.36740196553453
KT151959.fna,0_431,1.5719894944584545
KT186243.fna,0_979,1.3308191901222743
MH487649.fna,0_128,2.6045513508681006
KT207918.fna,0_79,1.6130950294191324
KT224359.fna,0_71,1.6134079737815243
KT307976.fna,0_37,1.6199179355577331
KT336320.fna,0_742,2.372128975486485
KT336321.fna,0_665,2.3882996150646685
KT337339.fna,0_1330,1.3149473262705835
KT337340.fna,0_1226,1.3190396283770567
KT337341.fna,0_1111,1.3243652691992889
KT337342.fna,0_2024,1.277305715672239
KT337352.fna,0_1236,1.3186245022134884
KT337354.fna,0_1411,1.3117167880220113
KT337355.fna,0_1337,1.314725337542265
KT337356.fna,0_1189,1.320584174159499
KT337358.fna,0_1756,1.2944067687797274
KT337359.fna,0_2200,1.2601402598036384
KT337360.fna,0_2348,1.2369863402581034
KT337362.fna,0_1916,1.2848687143356314
KT337364.fna,0_2151,1.26607590456612
KT337365.fna,0_2129,1.2684447352675812
KT337370.fna,0_2112,1.270373266150723
KT339177.fna,0_2409,1.20563697999349
PP197657.fna,0_980,2.326647915007533
KT361649.fna,0_1697,2.2978107723357124
KT361651.fna,0_977,2.329750756191611
KT361652.fna,0_1323,1.3151796427418363
KT361656.fna,0_888,2.3372775528008662
KT372714.fna,0_1991,1.279903694728422
MW495853.fna,0_1774,2.2916703345531446
MT880872.fna,0_237,2.5859819428775688
KT429161.fna,0_1397,1.3126370862022938
KT588072.fna,0_1180,1.3209904366558352
KT624200.fna,0_20,1.681086479627107
KT626446.fna,0_1620,1.301647774728532
KT717083.fna,0_1819,1.2905281994059812
KT717084.fna,0_2054,1.2752605359928624
KT717085.fna,0_2022,1.2774941134291127
KT725776.fna,0_950,1.3331343291760538
KT755656.fna,0_730,1.3759550694846907
KT780304.fna,0_2539,1.1428615179423143
KT809368.fna,0_1212,1.3194177397607603
KT809369.fna,0_1418,1.3114485261331361
KT852578.fna,0_1911,1.2851718825653577
KT878766.fna,0_1177,1.3210777609404558
KT895374.fna,0_13,1.7117540868217591
KT932699.fna,0_656,1.3897139967814685
KT932700.fna,0_2536,1.143397626688424
KT932701.fna,0_1592,1.3028966359183975
KT945994.fna,0_1331,1.3149103439052117
KT945995.fna,0_2527,1.145517396280698
KT970645.fna,0_1274,1.316950781506164
MK843319.fna,0_767,2.364171998803128
KT995480.fna,0_49,2.6170221086778183
KU052488.fna,0_561,1.4570854965072
KU057941.fna,0_1255,1.3176458204978791
KU160496.fna,0_1585,1.3033930619304397
KU253712.fna,0_43,1.6178813040311333
KU517658.fna,0_1691,1.2981145456654115
KU577463.fna,0_139,1.6066416577710738
KU598975.fna,0_1060,1.326208840704024
KU640380.fna,0_391,1.5780669617989411
