"","ID","host_phage_spor","total.ParS.hits","pos.ParS.hit"
"22","Broecker_Sample_ID29-1194-0_NODE_2568_length_8777_cov_7.275854","Bacillota_Temp_NonSpor",0,0
"23","Broecker_Sample_ID29-1194-0_NODE_2584_length_8714_cov_3.614043","OtherPhyla_Lytic_NonSpor",0,0
"24","Broecker_Sample_ID29-1194-0_NODE_288_length_50381_cov_4.132417","OtherPhyla_Temp_NonSpor",0,0
"25","Broecker_Sample_ID29-1194-0_NODE_3028_length_7214_cov_4.458723","Bacillota_Temp_Spor",0,0
"26","Broecker_Sample_ID29-1194-0_NODE_5989_length_3345_cov_3.456231","Bacillota_Temp_NonSpor",0,0
"27","Broecker_Sample_ID29-1194-6_NODE_446_length_12165_cov_1.679769","OtherPhyla_Temp_NonSpor",0,0
"28","Chehoud_control_1_NODE_3_length_6477_cov_3.409063","Bacillota_Temp_NonSpor",0,0
"29","Chehoud_control_2_NODE_107_length_6866_cov_20.761269","OtherPhyla_Temp_NonSpor",0,0
"30","Chehoud_control_2_NODE_155_length_5500_cov_12.434343","Bacillota_Temp_Spor",0,0
"31","Chehoud_control_2_NODE_158_length_5403_cov_12.149963","Bacillota_Lytic_Spor",0,0
"32","Chehoud_control_2_NODE_1_length_48115_cov_27.751977","Bacillota_Temp_Spor",0,0
"33","Chehoud_control_2_NODE_25_length_17868_cov_71.012463","OtherPhyla_Temp_NonSpor",0,0
"34","Chehoud_control_2_NODE_4_length_38026_cov_24.346449","Bacillota_Temp_NonSpor",0,0
"35","Chehoud_control_2_NODE_52_length_11083_cov_6.893090","Bacillota_Temp_NonSpor",0,0
"36","Chehoud_control_2_NODE_79_length_8397_cov_5.535363","Bacillota_Temp_NonSpor",0,0
"37","Chehoud_control_2_NODE_7_length_34120_cov_45.113283","Bacillota_Lytic_NonSpor",0,0
"38","Chehoud_control_2_NODE_83_length_8257_cov_10.744940","Bacillota_Temp_Spor",0,0
"39","Chehoud_control_2_NODE_8_length_33848_cov_101.073092","Bacillota_Temp_Spor",0,0
"40","Chehoud_control_3_NODE_14_length_22485_cov_9.183683","Bacillota_Temp_NonSpor",0,0
"41","Chehoud_control_3_NODE_46_length_6378_cov_6.603511","Bacillota_Temp_NonSpor",0,0
"42","Chehoud_control_3_NODE_7_length_31207_cov_24.991429","Bacillota_Lytic_Spor",0,0
"43","Chehoud_donor_NODE_109_length_5774_cov_8.922014","OtherPhyla_Temp_NonSpor",0,0
"44","Chehoud_donor_NODE_10_length_34366_cov_37.032089","Bacillota_Temp_NonSpor",0,0
"45","Chehoud_donor_NODE_131_length_5160_cov_46.989814","OtherPhyla_Lytic_NonSpor",0,0
"46","Chehoud_donor_NODE_18_length_24166_cov_10.367343","Bacillota_Temp_NonSpor",0,0
"47","Chehoud_donor_NODE_24_length_19622_cov_13.283488","Bacillota_Temp_NonSpor",0,0
"48","Chehoud_donor_NODE_45_length_10447_cov_10.418495","Bacillota_Lytic_NonSpor",0,0
"49","Chehoud_donor_NODE_46_length_10407_cov_5.036515","Bacillota_Temp_Spor",0,0
"50","Chehoud_donor_NODE_4_length_41624_cov_12.198730","Bacillota_Temp_Spor",0,0
"51","Chehoud_donor_NODE_50_length_10093_cov_15.899382","OtherPhyla_Temp_NonSpor",0,0
"52","Chehoud_donor_NODE_5_length_40782_cov_41.940654","Bacillota_Temp_Spor",0,0
"53","Chehoud_donor_NODE_6_length_40473_cov_156.131303","Bacillota_Temp_Spor",0,0
"54","Chehoud_patient_1_NODE_3_length_43672_cov_1017.789921","Bacillota_Lytic_NonSpor",0,0
"55","Chehoud_patient_1_NODE_47_length_3745_cov_204.679133","OtherPhyla_Temp_NonSpor",0,0
"56","Chehoud_patient_1_NODE_4_length_42455_cov_24.570825","OtherPhyla_Temp_NonSpor",0,0
"57","Chehoud_patient_2_NODE_13_length_29569_cov_11.363489","Bacillota_Temp_NonSpor",0,0
"58","Chehoud_patient_2_NODE_19_length_19315_cov_52.877259","OtherPhyla_Temp_NonSpor",0,0
"59","Chehoud_patient_2_NODE_21_length_18365_cov_13.835445","OtherPhyla_Temp_NonSpor",0,0
"60","Chehoud_patient_2_NODE_30_length_15603_cov_28.922627","OtherPhyla_Temp_NonSpor",0,0
"61","Chehoud_patient_2_NODE_32_length_15279_cov_649.803731","OtherPhyla_Temp_NonSpor",0,0
"62","Chehoud_patient_2_NODE_6_length_40366_cov_1166.857136","OtherPhyla_Temp_NonSpor",0,0
"63","Chehoud_patient_3_NODE_33_length_17673_cov_8.583267","Bacillota_Temp_Spor",0,0
"64","Chehoud_patient_3_NODE_44_length_12769_cov_7.490168","Bacillota_Lytic_NonSpor",0,0
"65","Chehoud_patient_3_NODE_45_length_12070_cov_7.039035","Bacillota_Temp_Spor",0,0
"66","Chehoud_patient_3_NODE_7_length_46099_cov_41.014725","Bacillota_Temp_Spor",0,0
"67","Chehoud_patient_3_NODE_94_length_5673_cov_5.696333","OtherPhyla_Lytic_NonSpor",0,0
"68","Draper_2018_SRR6914059_NODE_11_length_40952_cov_71.621977","Bacillota_Temp_NonSpor",0,0
"69","Draper_2018_SRR6914060_NODE_10_length_59478_cov_40.168756","Bacillota_Lytic_NonSpor",0,0
"70","Draper_2018_SRR6914061_NODE_12_length_39362_cov_110.984227","Bacillota_Temp_Spor",0,0
"71","Draper_2018_SRR6914062_NODE_20_length_24112_cov_28.146527","Bacillota_Temp_NonSpor",0,0
"72","Draper_2018_SRR6914062_NODE_54_length_12007_cov_10.111613","OtherPhyla_Lytic_NonSpor",0,0
"73","Draper_2018_SRR6914062_NODE_55_length_11997_cov_66.929744","OtherPhyla_Lytic_NonSpor",0,0
"74","Draper_2018_SRR6914065_NODE_14_length_37670_cov_21.431716","OtherPhyla_Lytic_NonSpor",0,0
"75","Draper_2018_SRR6914067_NODE_6_length_65802_cov_361.031500","OtherPhyla_Temp_NonSpor",0,0
"76","Draper_2018_SRR6914067_NODE_7_length_60889_cov_63.702929","Bacillota_Temp_NonSpor",0,0
"77","Draper_2018_SRR6914068_NODE_2_length_59685_cov_257.101761","OtherPhyla_Lytic_NonSpor",0,0
"78","Draper_2018_SRR6914068_NODE_4_length_37075_cov_67.446029","OtherPhyla_Temp_NonSpor",0,0
"79","Draper_2018_SRR6914070_NODE_35_length_5681_cov_31.728404","Bacillota_Lytic_Spor",0,0
"80","Draper_2018_SRR6914072_NODE_14_length_14424_cov_13.771174","OtherPhyla_Temp_NonSpor",0,0
"81","Draper_2018_SRR6914072_NODE_15_length_12114_cov_9.772286","OtherPhyla_Temp_NonSpor",0,0
"82","Draper_2018_SRR6914072_NODE_5_length_40167_cov_84.427927","OtherPhyla_Temp_NonSpor",0,0
"83","Draper_2018_SRR6914072_NODE_6_length_39975_cov_2208.713552","OtherPhyla_Temp_NonSpor",0,0
"84","Draper_2018_SRR6914072_NODE_7_length_39171_cov_311.778479","OtherPhyla_Temp_NonSpor",0,0
"85","Draper_2018_SRR6914073_NODE_1_length_134112_cov_64.074737","OtherPhyla_Lytic_NonSpor",0,0
"86","Draper_2018_SRR6914073_NODE_8_length_16507_cov_337.696207","Bacillota_Temp_Spor",2,1
"87","Draper_2018_SRR6914074_NODE_10_length_12176_cov_1004.509776","OtherPhyla_Temp_NonSpor",0,0
"88","Draper_2018_SRR6914078_NODE_3_length_57727_cov_12.078478","Bacillota_Lytic_NonSpor",0,0
"89","Draper_2018_SRR6914079_NODE_109_length_5741_cov_191.025325","Bacillota_Lytic_NonSpor",0,0
"90","Draper_2018_SRR6914079_NODE_136_length_4706_cov_842.443776","Bacillota_Temp_NonSpor",0,0
"91","Draper_2018_SRR6914081_NODE_49_length_5623_cov_13.178341","Bacillota_Lytic_Spor",0,0
"92","Draper_2018_SRR6914082_NODE_9_length_45095_cov_90.000289","Bacillota_Temp_Spor",0,0
"93","Draper_2018_SRR6914084_NODE_63_length_5385_cov_97.757598","Bacillota_Lytic_NonSpor",0,0
"94","Draper_2018_SRR6914084_NODE_69_length_5006_cov_24.095132","Bacillota_Lytic_NonSpor",0,0
"95","Draper_2018_SRR6914085_NODE_18_length_6432_cov_7.405990","OtherPhyla_Temp_NonSpor",0,0
"96","Draper_2018_SRR6914085_NODE_1_length_49175_cov_169.251669","OtherPhyla_Temp_NonSpor",0,0
"97","Draper_2018_SRR6914085_NODE_21_length_6241_cov_7.131426","OtherPhyla_Temp_NonSpor",0,0
"98","Draper_2018_SRR6914085_NODE_2_length_33080_cov_44.302468","Bacillota_Temp_NonSpor",0,0
"99","Draper_2018_SRR6914085_NODE_33_length_5085_cov_9.483499","OtherPhyla_Temp_NonSpor",0,0
"100","Draper_2018_SRR6914085_NODE_3_length_31447_cov_9.735665","Bacillota_Temp_NonSpor",0,0
"101","Draper_2018_SRR6914085_NODE_4_length_14533_cov_12.705277","Bacillota_Temp_NonSpor",0,0
"102","Draper_2018_SRR6914085_NODE_7_length_11728_cov_10.311060","OtherPhyla_Temp_NonSpor",0,0
"103","Draper_2018_SRR6914090_NODE_26_length_6053_cov_147.623875","OtherPhyla_Lytic_NonSpor",0,0
"104","Draper_2018_SRR6914090_NODE_32_length_5090_cov_827.880040","Bacillota_Lytic_NonSpor",0,0
"105","Draper_2018_SRR6914091_NODE_41_length_9267_cov_9.183456","OtherPhyla_Lytic_NonSpor",0,0
"106","Draper_2018_SRR6914091_NODE_70_length_6107_cov_4833.169035","OtherPhyla_Temp_NonSpor",0,0
"107","Draper_2018_SRR6914091_NODE_8_length_72007_cov_43.536385","OtherPhyla_Temp_NonSpor",0,0
"108","Draper_2018_SRR6914091_NODE_9_length_61572_cov_74.981062","Bacillota_Temp_Spor",0,0
"109","Draper_2018_SRR6914093_NODE_10_length_41655_cov_79.615553","Bacillota_Temp_Spor",0,0
"110","Draper_2018_SRR6914093_NODE_12_length_28201_cov_26.702125","Bacillota_Temp_Spor",0,0
"111","Draper_2018_SRR6914093_NODE_1_length_114491_cov_121.176142","OtherPhyla_Lytic_NonSpor",0,0
"112","Draper_2018_SRR6914093_NODE_7_length_58348_cov_52.504863","Bacillota_Temp_Spor",0,0
"113","Draper_2018_SRR6914096_NODE_1_length_101386_cov_119.228114","OtherPhyla_Lytic_NonSpor",0,0
"114","Draper_2018_SRR6914105_NODE_26_length_6314_cov_15.598977","OtherPhyla_Temp_NonSpor",0,0
"115","Draper_2018_SRR6914108_NODE_21_length_10301_cov_2010.356529","Bacillota_Lytic_NonSpor",0,0
"116","Draper_2018_SRR6914112_NODE_3_length_24773_cov_6597.396027","OtherPhyla_Lytic_NonSpor",0,0
"117","Draper_2018_SRR6914112_NODE_5_length_17809_cov_30.519883","OtherPhyla_Lytic_NonSpor",0,0
"118","Draper_2018_SRR6914113_NODE_54_length_5312_cov_277.646757","Bacillota_Lytic_NonSpor",0,0
"119","Draper_2018_SRR6914113_NODE_63_length_4687_cov_523.400691","Bacillota_Temp_NonSpor",0,0
"120","Draper_2018_SRR6914117_NODE_20_length_16055_cov_20.494062","Bacillota_Temp_NonSpor",0,0
"121","Draper_2018_SRR6914117_NODE_25_length_15593_cov_9.087592","Bacillota_Temp_NonSpor",0,0
"122","Draper_2018_SRR6914117_NODE_27_length_14307_cov_19.840864","Bacillota_Temp_NonSpor",0,0
"123","Draper_2018_SRR6914117_NODE_2_length_44319_cov_76.759601","Bacillota_Temp_Spor",0,0
"124","Draper_2018_SRR6914117_NODE_31_length_12309_cov_10.323486","Bacillota_Temp_Spor",0,0
"125","Draper_2018_SRR6914117_NODE_5_length_33713_cov_552.529324","Bacillota_Temp_Spor",0,0
"126","Draper_2018_SRR6914117_NODE_6_length_30660_cov_25.151871","Bacillota_Temp_NonSpor",0,0
"127","Draper_2018_SRR6914117_NODE_8_length_28507_cov_17.309363","Bacillota_Temp_NonSpor",0,0
"128","Fernandes_2019_SRR5747448_NODE_9_length_5339_cov_165.471991","OtherPhyla_Temp_NonSpor",0,0
"129","Fernandes_2019_SRR5747454_NODE_2_length_5869_cov_323.686791","OtherPhyla_Lytic_NonSpor",0,0
"130","Giloteaux_145306_NODE_1169_length_13332_cov_3.178796","OtherPhyla_Temp_NonSpor",0,0
"131","Giloteaux_145306_NODE_11736_length_1916_cov_1.105646","OtherPhyla_Temp_NonSpor",0,0
"132","Giloteaux_145306_NODE_460_length_32891_cov_7.297003","OtherPhyla_Lytic_NonSpor",0,0
"133","Giloteaux_145306_NODE_899_length_17090_cov_5.598125","OtherPhyla_Lytic_NonSpor",0,0
"134","Giloteaux_145307_NODE_1270_length_8642_cov_4.167587","OtherPhyla_Temp_NonSpor",0,0
"135","Giloteaux_145307_NODE_1389_length_7954_cov_7.843490","OtherPhyla_Lytic_NonSpor",0,0
"136","Giloteaux_145307_NODE_1763_length_6569_cov_2.085222","Bacillota_Temp_NonSpor",0,0
"137","Giloteaux_145307_NODE_2112_length_5739_cov_1.748753","Bacillota_Lytic_NonSpor",0,0
"138","Han_2018_ERR1398068_NODE_130_length_45330_cov_68.213539","Bacillota_Lytic_Spor",0,0
"139","Han_2018_ERR1398068_NODE_1321_length_9152_cov_4.804111","Bacillota_Lytic_Spor",0,0
"140","Han_2018_ERR1398068_NODE_134_length_44938_cov_187.858922","OtherPhyla_Lytic_NonSpor",0,0
"141","Han_2018_ERR1398068_NODE_174_length_37297_cov_33.071613","Bacillota_Temp_Spor",0,0
"142","Han_2018_ERR1398068_NODE_17_length_125286_cov_82.909224","OtherPhyla_Lytic_NonSpor",0,0
"143","Han_2018_ERR1398068_NODE_183_length_36463_cov_243.929054","OtherPhyla_Lytic_NonSpor",0,0
"144","Han_2018_ERR1398068_NODE_1911_length_6922_cov_11.937673","Bacillota_Lytic_Spor",0,0
"145","Han_2018_ERR1398068_NODE_2034_length_6615_cov_8.927439","Bacillota_Temp_NonSpor",0,0
"146","Han_2018_ERR1398068_NODE_20_length_113108_cov_21.946459","OtherPhyla_Lytic_NonSpor",2,1
"147","Han_2018_ERR1398068_NODE_2573_length_5560_cov_3.732607","Bacillota_Temp_NonSpor",0,0
"148","Han_2018_ERR1398068_NODE_2956_length_5006_cov_2.812361","OtherPhyla_Lytic_NonSpor",0,0
"149","Han_2018_ERR1398068_NODE_41_length_84060_cov_242.628534","OtherPhyla_Lytic_NonSpor",0,0
"150","Han_2018_ERR1398068_NODE_545_length_17029_cov_46.311948","Bacillota_Lytic_Spor",0,0
"151","Han_2018_ERR1398068_NODE_750_length_13438_cov_177.979227","OtherPhyla_Lytic_NonSpor",0,0
"152","Han_2018_ERR1398068_NODE_80_length_58853_cov_70.946886","OtherPhyla_Lytic_NonSpor",0,0
"153","Han_2018_ERR1398068_NODE_97_length_54332_cov_229.786834","OtherPhyla_Lytic_NonSpor",0,0
"154","Han_2018_ERR1398069_NODE_115_length_33769_cov_24.871507","OtherPhyla_Lytic_NonSpor",0,0
"155","Han_2018_ERR1398069_NODE_1242_length_10688_cov_22.421142","OtherPhyla_Lytic_NonSpor",0,0
"156","Han_2018_ERR1398069_NODE_1354_length_10145_cov_188.715857","OtherPhyla_Lytic_NonSpor",0,0
"157","Han_2018_ERR1398069_NODE_1505_length_9498_cov_42.695753","OtherPhyla_Lytic_NonSpor",0,0
"158","Han_2018_ERR1398069_NODE_18_length_53631_cov_365.753938","OtherPhyla_Lytic_NonSpor",0,0
"159","Han_2018_ERR1398069_NODE_1948_length_7953_cov_10.415801","OtherPhyla_Lytic_NonSpor",0,0
"160","Han_2018_ERR1398069_NODE_1977_length_7888_cov_3.049917","Bacillota_Lytic_NonSpor",0,0
"161","Han_2018_ERR1398069_NODE_2020_length_7773_cov_37.468126","OtherPhyla_Lytic_NonSpor",0,0
"162","Han_2018_ERR1398069_NODE_2244_length_7294_cov_61.724133","OtherPhyla_Lytic_NonSpor",0,0
"163","Han_2018_ERR1398069_NODE_22_length_51581_cov_344.089663","OtherPhyla_Lytic_NonSpor",0,0
"164","Han_2018_ERR1398069_NODE_2482_length_6789_cov_3.529700","Bacillota_Lytic_NonSpor",0,0
"165","Han_2018_ERR1398069_NODE_2486_length_6780_cov_19.407881","OtherPhyla_Lytic_NonSpor",0,0
"166","Han_2018_ERR1398069_NODE_2524_length_6708_cov_96.435743","OtherPhyla_Temp_NonSpor",0,0
"167","Han_2018_ERR1398069_NODE_2604_length_6546_cov_107.071330","OtherPhyla_Temp_NonSpor",0,0
"168","Han_2018_ERR1398069_NODE_3230_length_5548_cov_6.237757","OtherPhyla_Temp_NonSpor",0,0
"169","Han_2018_ERR1398069_NODE_333_length_21915_cov_215.815233","OtherPhyla_Temp_NonSpor",0,0
"170","Han_2018_ERR1398069_NODE_3407_length_5360_cov_561.828464","OtherPhyla_Lytic_NonSpor",0,0
"171","Han_2018_ERR1398069_NODE_3688_length_5030_cov_3.536884","OtherPhyla_Temp_NonSpor",0,0
"172","Han_2018_ERR1398069_NODE_3691_length_5026_cov_132.959767","OtherPhyla_Lytic_NonSpor",0,0
"173","Han_2018_ERR1398069_NODE_90_length_35923_cov_41.536021","OtherPhyla_Lytic_NonSpor",0,0
"174","Han_2018_ERR1398070_NODE_1973_length_5529_cov_12.568323","Bacillota_Temp_Spor",0,0
"175","Han_2018_ERR1398070_NODE_2077_length_5315_cov_11.410837","OtherPhyla_Lytic_NonSpor",0,0
"176","Han_2018_ERR1398070_NODE_27_length_72284_cov_17.250689","OtherPhyla_Lytic_NonSpor",0,0
"177","Han_2018_ERR1398070_NODE_747_length_11299_cov_8.089648","Bacillota_Temp_NonSpor",0,0
"178","Han_2018_ERR1398071_NODE_1011_length_10194_cov_23.781438","Bacillota_Lytic_Spor",0,0
"179","Han_2018_ERR1398071_NODE_2222_length_5880_cov_25.768412","OtherPhyla_Lytic_NonSpor",0,0
"180","Han_2018_ERR1398071_NODE_2328_length_5715_cov_4.137279","OtherPhyla_Lytic_NonSpor",0,0
"181","Han_2018_ERR1398071_NODE_288_length_21996_cov_12.827492","OtherPhyla_Temp_NonSpor",0,0
"182","Han_2018_ERR1398071_NODE_343_length_20086_cov_9.542010","OtherPhyla_Temp_NonSpor",0,0
"183","Han_2018_ERR1398071_NODE_603_length_14318_cov_4.502980","Bacillota_Lytic_Spor",0,0
"184","Han_2018_ERR1398072_NODE_1401_length_13496_cov_6.299159","Bacillota_Temp_Spor",0,0
"185","Han_2018_ERR1398072_NODE_352_length_36708_cov_8.367119","Bacillota_Lytic_NonSpor",0,0
"186","Han_2018_ERR1398072_NODE_3580_length_6216_cov_6.397500","OtherPhyla_Lytic_NonSpor",0,0
"187","Han_2018_ERR1398072_NODE_3909_length_5779_cov_4.630678","OtherPhyla_Temp_NonSpor",0,0
"188","Han_2018_ERR1398072_NODE_4233_length_5383_cov_4.764640","OtherPhyla_Temp_NonSpor",0,0
"189","Han_2018_ERR1398072_NODE_4244_length_5372_cov_4.704721","Bacillota_Lytic_NonSpor",0,0
"190","Han_2018_ERR1398072_NODE_4362_length_5236_cov_9.482146","Bacillota_Temp_Spor",0,0
"191","Han_2018_ERR1398072_NODE_4507_length_5096_cov_3.912121","OtherPhyla_Lytic_NonSpor",0,0
"192","Han_2018_ERR1398072_NODE_4582_length_5001_cov_3.609786","Bacillota_Lytic_NonSpor",0,0
"193","Han_2018_ERR1398073_NODE_1441_length_8955_cov_16.363483","OtherPhyla_Temp_NonSpor",0,0
"194","Han_2018_ERR1398073_NODE_1527_length_8455_cov_4.783810","Bacillota_Temp_Spor",0,0
"195","Han_2018_ERR1398073_NODE_1604_length_7969_cov_36.332954","OtherPhyla_Temp_NonSpor",0,0
"196","Han_2018_ERR1398073_NODE_1779_length_7006_cov_8.925478","OtherPhyla_Temp_NonSpor",0,0
"197","Han_2018_ERR1398073_NODE_1901_length_6468_cov_33.784344","OtherPhyla_Temp_NonSpor",0,0
"198","Han_2018_ERR1398073_NODE_1917_length_6392_cov_8.873915","OtherPhyla_Lytic_NonSpor",0,0
"199","Han_2018_ERR1398073_NODE_1942_length_6291_cov_6.452213","Bacillota_Lytic_Spor",0,0
"200","Han_2018_ERR1398073_NODE_2103_length_5800_cov_3.798259","OtherPhyla_Temp_NonSpor",0,0
"201","Han_2018_ERR1398073_NODE_2121_length_5758_cov_11.629493","OtherPhyla_Lytic_NonSpor",0,0
"202","Han_2018_ERR1398073_NODE_232_length_38887_cov_5.683972","Bacillota_Lytic_NonSpor",0,0
"203","Han_2018_ERR1398073_NODE_2359_length_5106_cov_5.165314","Bacillota_Temp_Spor",0,0
"204","Han_2018_ERR1398073_NODE_2388_length_5025_cov_4.234608","Bacillota_Lytic_NonSpor",0,0
"205","Han_2018_ERR1398073_NODE_247_length_37543_cov_11.123453","Bacillota_Temp_Spor",0,0
"206","Han_2018_ERR1398073_NODE_25_length_99510_cov_55.799296","Bacillota_Temp_Spor",0,0
"207","Han_2018_ERR1398073_NODE_261_length_36369_cov_29.489040","Bacillota_Temp_NonSpor",0,0
"208","Han_2018_ERR1398073_NODE_337_length_31552_cov_7.413119","Bacillota_Lytic_NonSpor",0,0
"209","Han_2018_ERR1398073_NODE_352_length_30555_cov_66.315934","Bacillota_Temp_Spor",0,0
"210","Han_2018_ERR1398073_NODE_544_length_21976_cov_35.884357","OtherPhyla_Lytic_NonSpor",0,0
"211","Han_2018_ERR1398073_NODE_880_length_14519_cov_10.533324","Bacillota_Temp_Spor",0,0
"212","Han_2018_ERR1398074_NODE_1057_length_15243_cov_5.074598","Bacillota_Lytic_Spor",0,0
"213","Han_2018_ERR1398074_NODE_1092_length_14931_cov_46.382428","OtherPhyla_Temp_NonSpor",0,0
"214","Han_2018_ERR1398074_NODE_1569_length_12139_cov_29.613787","OtherPhyla_Lytic_NonSpor",0,0
"215","Han_2018_ERR1398074_NODE_1659_length_11674_cov_125.747310","OtherPhyla_Lytic_NonSpor",0,0
"216","Han_2018_ERR1398074_NODE_173_length_41788_cov_55.917164","OtherPhyla_Temp_NonSpor",0,0
"217","Han_2018_ERR1398074_NODE_22_length_111690_cov_11.873292","Bacillota_Temp_Spor",0,0
"218","Han_2018_ERR1398074_NODE_2527_length_8944_cov_76.114861","OtherPhyla_Lytic_NonSpor",0,0
"219","Han_2018_ERR1398074_NODE_2711_length_8444_cov_56.302420","OtherPhyla_Temp_NonSpor",0,0
"220","Han_2018_ERR1398074_NODE_2841_length_8171_cov_3.963406","Bacillota_Lytic_NonSpor",0,0
"221","Han_2018_ERR1398074_NODE_2891_length_8077_cov_264.486412","OtherPhyla_Temp_NonSpor",0,0
"222","Han_2018_ERR1398074_NODE_2936_length_7974_cov_72.415204","OtherPhyla_Temp_NonSpor",0,0
"223","Han_2018_ERR1398074_NODE_2981_length_7879_cov_4.798952","Bacillota_Temp_Spor",0,0
"224","Han_2018_ERR1398074_NODE_326_length_30044_cov_12.428224","Bacillota_Lytic_NonSpor",0,0
"225","Han_2018_ERR1398074_NODE_3299_length_7298_cov_5.517327","Bacillota_Lytic_Spor",0,0
"226","Han_2018_ERR1398074_NODE_3543_length_6916_cov_4.775689","OtherPhyla_Lytic_NonSpor",0,0
"227","Han_2018_ERR1398074_NODE_3579_length_6872_cov_5.647206","Bacillota_Lytic_Spor",0,0
"228","Han_2018_ERR1398074_NODE_3_length_298235_cov_265.721423","OtherPhyla_Lytic_NonSpor",0,0
"229","Han_2018_ERR1398074_NODE_41_length_87803_cov_310.272359","OtherPhyla_Lytic_NonSpor",0,0
"230","Han_2018_ERR1398074_NODE_4978_length_5313_cov_146.805630","OtherPhyla_Lytic_NonSpor",0,0
"231","Han_2018_ERR1398074_NODE_5072_length_5234_cov_4.237304","OtherPhyla_Lytic_NonSpor",0,0
"232","Han_2018_ERR1398074_NODE_5081_length_5227_cov_4.561098","Bacillota_Temp_Spor",0,0
"233","Han_2018_ERR1398074_NODE_5240_length_5084_cov_67.745476","OtherPhyla_Lytic_NonSpor",0,0
"234","Han_2018_ERR1398074_NODE_524_length_23328_cov_149.987625","OtherPhyla_Lytic_NonSpor",0,0
"235","Han_2018_ERR1398074_NODE_692_length_20000_cov_61.440261","OtherPhyla_Lytic_NonSpor",0,0
"236","Han_2018_ERR1398074_NODE_771_length_18641_cov_14.683740","OtherPhyla_Lytic_NonSpor",0,0
"237","Han_2018_ERR1398074_NODE_794_length_18338_cov_337.008478","OtherPhyla_Lytic_NonSpor",0,0
"238","Han_2018_ERR1398074_NODE_924_length_16560_cov_11.247804","Bacillota_Lytic_NonSpor",0,0
"239","Han_2018_ERR1398074_NODE_92_length_57693_cov_40.476266","OtherPhyla_Lytic_NonSpor",0,0
"240","Han_2018_ERR1398075_NODE_1298_length_12682_cov_11.551675","Bacillota_Temp_Spor",0,0
"241","Han_2018_ERR1398075_NODE_1521_length_10935_cov_4.880790","Bacillota_Lytic_NonSpor",0,0
"242","Han_2018_ERR1398075_NODE_182_length_45556_cov_13.164568","OtherPhyla_Lytic_NonSpor",0,0
"243","Han_2018_ERR1398075_NODE_2075_length_8552_cov_23.285159","OtherPhyla_Temp_NonSpor",0,0
"244","Han_2018_ERR1398075_NODE_2593_length_7094_cov_3.248899","OtherPhyla_Lytic_NonSpor",0,0
"245","Han_2018_ERR1398075_NODE_2816_length_6674_cov_4.606134","Bacillota_Lytic_NonSpor",0,0
"246","Han_2018_ERR1398075_NODE_3037_length_6288_cov_3.759827","Bacillota_Lytic_NonSpor",0,0
