genome,threshold,cluster_method,comparison_algorithm,greedy_representative,primary_cluster,original_secondary_cluster,secondary_cluster
AP001553.fna,0.005,greedy,fastANI,True,0,0_1112,0_1112
AP008953.fna,0.005,greedy,fastANI,True,0,0_1085,0_1085
AP008954.fna,0.005,greedy,fastANI,True,0,0_1083,0_1083
AP008983.fna,0.005,greedy,fastANI,True,0,0_26,0_26
AP009363.fna,0.005,greedy,fastANI,True,0,0_863,0_863
AP009390.fna,0.005,greedy,fastANI,True,0,0_310,0_310
AP011955.fna,0.005,greedy,fastANI,False,0,0_1181,0_1181
AP011956.fna,0.005,greedy,fastANI,True,0,0_1181,0_1181
AP012341.fna,0.005,greedy,fastANI,True,0,0_867,0_867
AP013029.fna,0.005,greedy,fastANI,True,0,0_161,0_161
AP018361.fna,0.005,greedy,fastANI,True,0,0_1673,0_1673
AP018375.fna,0.005,greedy,fastANI,True,0,0_344,0_344
AP018714.fna,0.005,greedy,fastANI,True,0,0_277,0_277
AP018715.fna,0.005,greedy,fastANI,True,0,0_283,0_283
AP019522.fna,0.005,greedy,fastANI,True,0,0_464,0_464
AP019527.fna,0.005,greedy,fastANI,True,0,0_637,0_637
AP019560.fna,0.005,greedy,fastANI,True,0,0_1431,0_1431
AP019561.fna,0.005,greedy,fastANI,True,0,0_1346,0_1346
AP019562.fna,0.005,greedy,fastANI,True,0,0_1481,0_1481
AY007505.fna,0.005,greedy,fastANI,True,0,0_2046,0_2046
AY082070.fna,0.005,greedy,fastANI,True,0,0_2146,0_2146
AY131267.fna,0.005,greedy,fastANI,True,0,0_1883,0_1883
AY176327.fna,0.005,greedy,fastANI,False,0,0_230,0_230
AY212251.fna,0.005,greedy,fastANI,True,0,0_2696,0_2696
AY236756.fna,0.005,greedy,fastANI,True,0,0_1857,0_1857
AY257527.fna,0.005,greedy,fastANI,False,0,0_2714,0_2714
AY459533.fna,0.005,greedy,fastANI,True,0,0_1677,0_1677
AY459535.fna,0.005,greedy,fastANI,True,0,0_1475,0_1475
AY508486.fna,0.005,greedy,fastANI,True,0,0_1263,0_1263
AY605066.fna,0.005,greedy,fastANI,True,0,0_1593,0_1593
AY616446.fna,0.005,greedy,fastANI,True,0,0_1354,0_1354
AY657002.fna,0.005,greedy,fastANI,False,0,0_642,0_642
AY682195.fna,0.005,greedy,fastANI,True,0,0_471,0_471
AY699705.fna,0.005,greedy,fastANI,True,0,0_2044,0_2044
AY701338.fna,0.005,greedy,fastANI,True,0,0_2718,0_2718
AY739900.fna,0.005,greedy,fastANI,True,0,0_2280,0_2280
AY766464.fna,0.005,greedy,fastANI,True,0,0_1221,0_1221
AY855346.fna,0.005,greedy,fastANI,True,0,0_764,0_764
AY894696.fna,0.005,greedy,fastANI,True,0,0_2705,0_2705
AY954948.fna,0.005,greedy,fastANI,True,0,0_2706,0_2706
AY954949.fna,0.005,greedy,fastANI,True,0,0_2627,0_2627
AY954950.fna,0.005,greedy,fastANI,True,0,0_1547,0_1547
AY954951.fna,0.005,greedy,fastANI,True,0,0_1153,0_1153
AY954952.fna,0.005,greedy,fastANI,True,0,0_1014,0_1014
AY954953.fna,0.005,greedy,fastANI,True,0,0_992,0_992
AY954954.fna,0.005,greedy,fastANI,True,0,0_1317,0_1317
AY954955.fna,0.005,greedy,fastANI,True,0,0_898,0_898
AY954956.fna,0.005,greedy,fastANI,True,0,0_1109,0_1109
AY954957.fna,0.005,greedy,fastANI,True,0,0_962,0_962
AY954958.fna,0.005,greedy,fastANI,True,0,0_1033,0_1033
AY954959.fna,0.005,greedy,fastANI,True,0,0_929,0_929
AY954960.fna,0.005,greedy,fastANI,True,0,0_1044,0_1044
AY954961.fna,0.005,greedy,fastANI,True,0,0_1094,0_1094
AY954962.fna,0.005,greedy,fastANI,True,0,0_1106,0_1106
AY954963.fna,0.005,greedy,fastANI,True,0,0_1245,0_1245
AY954964.fna,0.005,greedy,fastANI,True,0,0_1146,0_1146
AY954965.fna,0.005,greedy,fastANI,True,0,0_1266,0_1266
AY954966.fna,0.005,greedy,fastANI,True,0,0_1086,0_1086
AY954967.fna,0.005,greedy,fastANI,True,0,0_1186,0_1186
AY954968.fna,0.005,greedy,fastANI,True,0,0_1063,0_1063
AY954969.fna,0.005,greedy,fastANI,False,0,0_228,0_228
AY954970.fna,0.005,greedy,fastANI,False,0,0_373,0_373
B4PORFSX.fna,0.005,greedy,fastANI,True,0,0_2742,0_2742
C2PVCG.fna,0.005,greedy,fastANI,True,0,0_2494,0_2494
CAJCJZ010000002.fna,0.005,greedy,fastANI,True,0,0_558,0_558
CAJDJX010000002.fna,0.005,greedy,fastANI,True,0,0_1214,0_1214
CAJDJY010000002.fna,0.005,greedy,fastANI,True,0,0_339,0_339
CAJDJZ010000002.fna,0.005,greedy,fastANI,True,0,0_306,0_306
CAJDKA010000002.fna,0.005,greedy,fastANI,True,0,0_209,0_209
CAJDKB010000002.fna,0.005,greedy,fastANI,True,0,0_1428,0_1428
CAJDKF010000002.fna,0.005,greedy,fastANI,True,0,0_1261,0_1261
CP000315.fna,0.005,greedy,fastANI,True,0,0_1712,0_1712
CP002495.fna,0.005,greedy,fastANI,True,0,0_2330,0_2330
CP002889.fna,0.005,greedy,fastANI,True,0,0_1406,0_1406
CP003186.fna,0.005,greedy,fastANI,True,0,0_1238,0_1238
CP011103.fna,0.005,greedy,fastANI,True,0,0_1242,0_1242
CP011970.fna,0.005,greedy,fastANI,False,0,0_469,0_469
CP013282.fna,0.005,greedy,fastANI,True,0,0_2714,0_2714
CP018841.fna,0.005,greedy,fastANI,True,0,0_2593,0_2593
CP019719.fna,0.005,greedy,fastANI,True,0,0_911,0_911
CP027117.fna,0.005,greedy,fastANI,True,0,0_502,0_502
CP050061.fna,0.005,greedy,fastANI,True,0,0_644,0_644
CP052843.fna,0.005,greedy,fastANI,True,0,0_2246,0_2246
CP062422.fna,0.005,greedy,fastANI,True,0,0_1055,0_1055
CP062426.fna,0.005,greedy,fastANI,True,0,0_1287,0_1287
CP062427.fna,0.005,greedy,fastANI,True,0,0_1113,0_1113
CP062430.fna,0.005,greedy,fastANI,True,0,0_955,0_955
CP062434.fna,0.005,greedy,fastANI,False,0,0_978,0_978
CP062435.fna,0.005,greedy,fastANI,True,0,0_1592,0_1592
CP062436.fna,0.005,greedy,fastANI,True,0,0_1016,0_1016
CP062442.fna,0.005,greedy,fastANI,True,0,0_924,0_924
CP062444.fna,0.005,greedy,fastANI,True,0,0_978,0_978
CP062445.fna,0.005,greedy,fastANI,False,0,0_1592,0_1592
CP062447.fna,0.005,greedy,fastANI,True,0,0_1011,0_1011
CP062451.fna,0.005,greedy,fastANI,True,0,0_1090,0_1090
CP062454.fna,0.005,greedy,fastANI,True,0,0_1173,0_1173
CP062457.fna,0.005,greedy,fastANI,True,0,0_1487,0_1487
CP062461.fna,0.005,greedy,fastANI,True,0,0_904,0_904
CP062462.fna,0.005,greedy,fastANI,True,0,0_1140,0_1140
CP063417.fna,0.005,greedy,fastANI,True,0,0_731,0_731
CP063964.fna,0.005,greedy,fastANI,True,0,0_1998,0_1998
CP063968.fna,0.005,greedy,fastANI,True,0,0_783,0_783
CP067347.fna,0.005,greedy,fastANI,True,0,0_456,0_456
CP067352.fna,0.005,greedy,fastANI,True,0,0_506,0_506
CP069347.fna,0.005,greedy,fastANI,True,0,0_2090,0_2090
CP069348.fna,0.005,greedy,fastANI,True,0,0_460,0_460
CP071049.fna,0.005,greedy,fastANI,True,0,0_1178,0_1178
CP091911.fna,0.005,greedy,fastANI,False,0,0_2394,0_2394
CP103806.fna,0.005,greedy,fastANI,True,0,0_2011,0_2011
CP103976.fna,0.005,greedy,fastANI,True,0,0_618,0_618
CP124927.fna,0.005,greedy,fastANI,True,0,0_1908,0_1908
CP124930.fna,0.005,greedy,fastANI,True,0,0_2394,0_2394
CP124934.fna,0.005,greedy,fastANI,False,0,0_2394,0_2394
CP124938.fna,0.005,greedy,fastANI,False,0,0_2394,0_2394
CP124941.fna,0.005,greedy,fastANI,True,0,0_2334,0_2334
CP124942.fna,0.005,greedy,fastANI,False,0,0_2394,0_2394
CP124949.fna,0.005,greedy,fastANI,False,0,0_2394,0_2394
CP124952.fna,0.005,greedy,fastANI,False,0,0_2394,0_2394
CP124955.fna,0.005,greedy,fastANI,True,0,0_2332,0_2332
CP124959.fna,0.005,greedy,fastANI,False,0,0_2394,0_2394
CP124962.fna,0.005,greedy,fastANI,True,0,0_2360,0_2360
DQ003637.fna,0.005,greedy,fastANI,True,0,0_1621,0_1621
DQ003638.fna,0.005,greedy,fastANI,True,0,0_408,0_408
DQ003639.fna,0.005,greedy,fastANI,True,0,0_1163,0_1163
DQ003640.fna,0.005,greedy,fastANI,True,0,0_845,0_845
DQ003641.fna,0.005,greedy,fastANI,True,0,0_1946,0_1946
DQ003642.fna,0.005,greedy,fastANI,True,0,0_1707,0_1707
DQ004855.fna,0.005,greedy,fastANI,False,0,0_439,0_439
DQ054536.fna,0.005,greedy,fastANI,True,0,0_2405,0_2405
DQ113772.fna,0.005,greedy,fastANI,False,0,0_1465,0_1465
DQ150593.fna,0.005,greedy,fastANI,True,0,0_1728,0_1728
DQ222851.fna,0.005,greedy,fastANI,False,0,0_1803,0_1803
DQ222853.fna,0.005,greedy,fastANI,True,0,0_1803,0_1803
DQ222855.fna,0.005,greedy,fastANI,True,0,0_1715,0_1715
DQ227763.fna,0.005,greedy,fastANI,True,0,0_2329,0_2329
DQ227764.fna,0.005,greedy,fastANI,True,0,0_2426,0_2426
DQ289555.fna,0.005,greedy,fastANI,True,0,0_1391,0_1391
DQ289556.fna,0.005,greedy,fastANI,True,0,0_1791,0_1791
DQ320509.fna,0.005,greedy,fastANI,True,0,0_1696,0_1696
DQ340064.fna,0.005,greedy,fastANI,True,0,0_2047,0_2047
DQ386162.fna,0.005,greedy,fastANI,True,0,0_2317,0_2317
DQ394806.fna,0.005,greedy,fastANI,True,0,0_1819,0_1819
DQ394807.fna,0.005,greedy,fastANI,True,0,0_1967,0_1967
DQ394808.fna,0.005,greedy,fastANI,True,0,0_1926,0_1926
DQ394809.fna,0.005,greedy,fastANI,True,0,0_2030,0_2030
DQ394810.fna,0.005,greedy,fastANI,True,0,0_2133,0_2133
DQ453159.fna,0.005,greedy,fastANI,True,0,0_1392,0_1392
DQ466086.fna,0.005,greedy,fastANI,True,0,0_703,0_703
DQ490056.fna,0.005,greedy,fastANI,True,0,0_2443,0_2443
DQ517338.fna,0.005,greedy,fastANI,True,0,0_1017,0_1017
DQ530359.fna,0.005,greedy,fastANI,True,0,0_1104,0_1104
DQ530360.fna,0.005,greedy,fastANI,True,0,0_1098,0_1098
DQ530361.fna,0.005,greedy,fastANI,False,0,0_500,0_500
DQ530362.fna,0.005,greedy,fastANI,True,0,0_1091,0_1091
DQ535032.fna,0.005,greedy,fastANI,True,0,0_576,0_576
DQ831957.fna,0.005,greedy,fastANI,True,0,0_1067,0_1067
DQ834250.fna,0.005,greedy,fastANI,True,0,0_1005,0_1005
DQ838728.fna,0.005,greedy,fastANI,True,0,0_2137,0_2137
DQ840344.fna,0.005,greedy,fastANI,True,0,0_2016,0_2016
DQ864624.fna,0.005,greedy,fastANI,True,0,0_1429,0_1429
DQ908929.fna,0.005,greedy,fastANI,True,0,0_1215,0_1215
EF116926.fna,0.005,greedy,fastANI,True,0,0_1923,0_1923
EF207558.fna,0.005,greedy,fastANI,True,0,0_1663,0_1663
EF455602.fna,0.005,greedy,fastANI,True,0,0_2048,0_2048
EF462197.fna,0.005,greedy,fastANI,True,0,0_1205,0_1205
EF462198.fna,0.005,greedy,fastANI,True,0,0_855,0_855
EF462199.fna,0.005,greedy,fastANI,True,0,0_1123,0_1123
EF529515.fna,0.005,greedy,fastANI,True,0,0_1973,0_1973
EF583821.fna,0.005,greedy,fastANI,True,0,0_21,0_21
EU081845.fna,0.005,greedy,fastANI,True,0,0_727,0_727
EU136189.fna,0.005,greedy,fastANI,True,0,0_2647,0_2647
EU221285.fna,0.005,greedy,fastANI,False,0,0_2365,0_2365
EU246945.fna,0.005,greedy,fastANI,True,0,0_1505,0_1505
EU340421.fna,0.005,greedy,fastANI,True,0,0_2247,0_2247
EU408779.fna,0.005,greedy,fastANI,True,0,0_2725,0_2725
EU409559.fna,0.005,greedy,fastANI,True,0,0_820,0_820
EU418428.fna,0.005,greedy,fastANI,False,0,0_210,0_210
EU438902.fna,0.005,greedy,fastANI,True,0,0_2587,0_2587
EU588980.fna,0.005,greedy,fastANI,True,0,0_1634,0_1634
EU622808.fna,0.005,greedy,fastANI,True,0,0_2589,0_2589
EU719189.fna,0.005,greedy,fastANI,True,0,0_792,0_792
EU771092.fna,0.005,greedy,fastANI,True,0,0_2567,0_2567
EU855793.fna,0.005,greedy,fastANI,True,0,0_1962,0_1962
EU861004.fna,0.005,greedy,fastANI,True,0,0_1174,0_1174
EU861005.fna,0.005,greedy,fastANI,True,0,0_926,0_926
EU871039.fna,0.005,greedy,fastANI,True,0,0_1616,0_1616
EU874396.fna,0.005,greedy,fastANI,True,0,0_768,0_768
EU887664.fna,0.005,greedy,fastANI,True,0,0_1776,0_1776
FJ226752.fna,0.005,greedy,fastANI,True,0,0_1977,0_1977
FJ230960.fna,0.005,greedy,fastANI,True,0,0_458,0_458
FJ236310.fna,0.005,greedy,fastANI,True,0,0_2031,0_2031
FJ429185.fna,0.005,greedy,fastANI,True,0,0_633,0_633
FJ713816.fna,0.005,greedy,fastANI,True,0,0_981,0_981
FJ792813.fna,0.005,greedy,fastANI,True,0,0_2544,0_2544
FJ822135.fna,0.005,greedy,fastANI,True,0,0_308,0_308
FJ848881.fna,0.005,greedy,fastANI,True,0,0_2415,0_2415
FJ848882.fna,0.005,greedy,fastANI,True,0,0_2225,0_2225
FJ848883.fna,0.005,greedy,fastANI,True,0,0_2372,0_2372
FJ848884.fna,0.005,greedy,fastANI,True,0,0_2404,0_2404
FJ848885.fna,0.005,greedy,fastANI,False,0,0_2404,0_2404
FJ965538.fna,0.005,greedy,fastANI,True,0,0_1813,0_1813
FM163528.fna,0.005,greedy,fastANI,True,0,0_1596,0_1596
FM864213.fna,0.005,greedy,fastANI,True,0,0_668,0_668
FN391954.fna,0.005,greedy,fastANI,True,0,0_2272,0_2272
FN997652.fna,0.005,greedy,fastANI,True,0,0_617,0_617
FR671405.fna,0.005,greedy,fastANI,True,0,0_1817,0_1817
FR671406.fna,0.005,greedy,fastANI,True,0,0_1485,0_1485
FR671407.fna,0.005,greedy,fastANI,True,0,0_1760,0_1760
FR671408.fna,0.005,greedy,fastANI,True,0,0_2234,0_2234
FR671409.fna,0.005,greedy,fastANI,True,0,0_2202,0_2202
FR671410.fna,0.005,greedy,fastANI,True,0,0_1938,0_1938
FR671411.fna,0.005,greedy,fastANI,True,0,0_1903,0_1903
FR852584.fna,0.005,greedy,fastANI,False,0,0_228,0_228
GQ398772.fna,0.005,greedy,fastANI,True,0,0_1404,0_1404
GQ403788.fna,0.005,greedy,fastANI,True,0,0_1836,0_1836
GQ443085.fna,0.005,greedy,fastANI,False,0,0_1550,0_1550
GQ451696.fna,0.005,greedy,fastANI,True,0,0_2371,0_2371
GQ452243.fna,0.005,greedy,fastANI,True,0,0_1145,0_1145
GQ478081.fna,0.005,greedy,fastANI,True,0,0_1633,0_1633
GQ478082.fna,0.005,greedy,fastANI,True,0,0_1610,0_1610
GQ478083.fna,0.005,greedy,fastANI,False,0,0_1633,0_1633
GQ478084.fna,0.005,greedy,fastANI,False,0,0_1844,0_1844
GQ478085.fna,0.005,greedy,fastANI,True,0,0_1844,0_1844
GQ478086.fna,0.005,greedy,fastANI,True,0,0_1553,0_1553
GQ478087.fna,0.005,greedy,fastANI,True,0,0_1462,0_1462
GQ478088.fna,0.005,greedy,fastANI,True,0,0_1743,0_1743
GQ900512.fna,0.005,greedy,fastANI,True,0,0_2739,0_2739
GQ915271.fna,0.005,greedy,fastANI,True,0,0_2433,0_2433
GQ979703.fna,0.005,greedy,fastANI,False,0,0_2193,0_2193
GU169904.fna,0.005,greedy,fastANI,True,0,0_238,0_238
GU229986.fna,0.005,greedy,fastANI,True,0,0_706,0_706
GU233956.fna,0.005,greedy,fastANI,True,0,0_1602,0_1602
GU323708.fna,0.005,greedy,fastANI,True,0,0_2187,0_2187
GU477322.fna,0.005,greedy,fastANI,True,0,0_1331,0_1331
GU815339.fna,0.005,greedy,fastANI,True,0,0_2688,0_2688
GU949551.fna,0.005,greedy,fastANI,True,0,0_1756,0_1756
GU967410.fna,0.005,greedy,fastANI,True,0,0_843,0_843
HE614281.fna,0.005,greedy,fastANI,False,0,0_1128,0_1128
HE614282.fna,0.005,greedy,fastANI,True,0,0_1128,0_1128
HE861935.fna,0.005,greedy,fastANI,True,0,0_912,0_912
HE956704.fna,0.005,greedy,fastANI,True,0,0_1869,0_1869
HE962497.fna,0.005,greedy,fastANI,True,0,0_665,0_665
HF563658.fna,0.005,greedy,fastANI,True,0,0_1790,0_1790
HF937074.fna,0.005,greedy,fastANI,True,0,0_2663,0_2663
HG380752.fna,0.005,greedy,fastANI,True,0,0_1257,0_1257
HG424323.fna,0.005,greedy,fastANI,True,0,0_830,0_830
HG531805.fna,0.005,greedy,fastANI,True,0,0_755,0_755
HG796225.fna,0.005,greedy,fastANI,True,0,0_2140,0_2140
HG798901.fna,0.005,greedy,fastANI,False,0,0_2140,0_2140
HG799490.fna,0.005,greedy,fastANI,True,0,0_1509,0_1509
HG799496.fna,0.005,greedy,fastANI,True,0,0_1577,0_1577
HG799497.fna,0.005,greedy,fastANI,True,0,0_1675,0_1675
HM029250.fna,0.005,greedy,fastANI,True,0,0_504,0_504
HM072038.fna,0.005,greedy,fastANI,False,0,0_1580,0_1580
HM144385.fna,0.005,greedy,fastANI,True,0,0_1831,0_1831
HM144386.fna,0.005,greedy,fastANI,True,0,0_1289,0_1289
HM144387.fna,0.005,greedy,fastANI,True,0,0_146,0_146
HM159959.fna,0.005,greedy,fastANI,True,0,0_648,0_648
HM242243.fna,0.005,greedy,fastANI,True,0,0_488,0_488
HM568888.fna,0.005,greedy,fastANI,True,0,0_1355,0_1355
HM596271.fna,0.005,greedy,fastANI,True,0,0_1640,0_1640
HM640230.fna,0.005,greedy,fastANI,True,0,0_2695,0_2695
HQ127381.fna,0.005,greedy,fastANI,False,0,0_1022,0_1022
HQ141410.fna,0.005,greedy,fastANI,True,0,0_1168,0_1168
HQ141411.fna,0.005,greedy,fastANI,True,0,0_1260,0_1260
HQ163896.fna,0.005,greedy,fastANI,False,0,0_228,0_228
HQ268735.fna,0.005,greedy,fastANI,True,0,0_705,0_705
HQ332138.fna,0.005,greedy,fastANI,True,0,0_1758,0_1758
JF731128.fna,0.005,greedy,fastANI,True,0,0_654,0_654
JF767208.fna,0.005,greedy,fastANI,True,0,0_1685,0_1685
JF767209.fna,0.005,greedy,fastANI,True,0,0_1688,0_1688
JF767210.fna,0.005,greedy,fastANI,True,0,0_1550,0_1550
JF966203.fna,0.005,greedy,fastANI,True,0,0_175,0_175
JN051154.fna,0.005,greedy,fastANI,True,0,0_1722,0_1722
JN191664.fna,0.005,greedy,fastANI,False,0,0_1220,0_1220
JN192400.fna,0.005,greedy,fastANI,True,0,0_1041,0_1041
JN192401.fna,0.005,greedy,fastANI,True,0,0_1217,0_1217
JN638751.fna,0.005,greedy,fastANI,True,0,0_1,0_1
JN654439.fna,0.005,greedy,fastANI,True,0,0_131,0_131
JN700519.fna,0.005,greedy,fastANI,True,0,0_1489,0_1489
JN700520.fna,0.005,greedy,fastANI,True,0,0_967,0_967
JN700521.fna,0.005,greedy,fastANI,True,0,0_1383,0_1383
JN712910.fna,0.005,greedy,fastANI,True,0,0_525,0_525
JN790865.fna,0.005,greedy,fastANI,False,0,0_71,0_71
JN797796.fna,0.005,greedy,fastANI,True,0,0_71,0_71
JN797797.fna,0.005,greedy,fastANI,True,0,0_157,0_157
JN797798.fna,0.005,greedy,fastANI,True,0,0_170,0_170
JN800508.fna,0.005,greedy,fastANI,True,0,0_2582,0_2582
JQ062992.fna,0.005,greedy,fastANI,True,0,0_986,0_986
JQ246028.fna,0.005,greedy,fastANI,True,0,0_858,0_858
JQ309827.fna,0.005,greedy,fastANI,True,0,0_2642,0_2642
JQ341413.fna,0.005,greedy,fastANI,True,0,0_2141,0_2141
JQ619704.fna,0.005,greedy,fastANI,True,0,0_1341,0_1341
JQ659259.fna,0.005,greedy,fastANI,True,0,0_2449,0_2449
JQ660954.fna,0.005,greedy,fastANI,True,0,0_2138,0_2138
JQ686190.fna,0.005,greedy,fastANI,False,0,0_296,0_296
JQ729990.fna,0.005,greedy,fastANI,True,0,0_2607,0_2607
JQ729991.fna,0.005,greedy,fastANI,True,0,0_2643,0_2643
JQ729992.fna,0.005,greedy,fastANI,True,0,0_2635,0_2635
JQ740787.fna,0.005,greedy,fastANI,True,0,0_2211,0_2211
JQ740788.fna,0.005,greedy,fastANI,False,0,0_2203,0_2203
JQ740789.fna,0.005,greedy,fastANI,False,0,0_2233,0_2233
JQ740790.fna,0.005,greedy,fastANI,True,0,0_2168,0_2168
JQ740791.fna,0.005,greedy,fastANI,False,0,0_2203,0_2203
JQ740792.fna,0.005,greedy,fastANI,True,0,0_2207,0_2207
JQ740793.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ740794.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ740795.fna,0.005,greedy,fastANI,False,0,0_2207,0_2207
JQ740796.fna,0.005,greedy,fastANI,True,0,0_2233,0_2233
JQ740797.fna,0.005,greedy,fastANI,False,0,0_2233,0_2233
JQ740798.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ740799.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ740800.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ740801.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ740802.fna,0.005,greedy,fastANI,True,0,0_2203,0_2203
JQ740803.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ740804.fna,0.005,greedy,fastANI,False,0,0_2251,0_2251
JQ740805.fna,0.005,greedy,fastANI,False,0,0_2251,0_2251
JQ740806.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ740807.fna,0.005,greedy,fastANI,True,0,0_2301,0_2301
JQ740808.fna,0.005,greedy,fastANI,True,0,0_2251,0_2251
JQ740809.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ740810.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ740811.fna,0.005,greedy,fastANI,True,0,0_2215,0_2215
JQ740812.fna,0.005,greedy,fastANI,False,0,0_2251,0_2251
JQ740813.fna,0.005,greedy,fastANI,True,0,0_2213,0_2213
JQ740814.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
JQ779023.fna,0.005,greedy,fastANI,True,0,0_916,0_916
JQ779024.fna,0.005,greedy,fastANI,True,0,0_1022,0_1022
JQ797329.fna,0.005,greedy,fastANI,True,0,0_453,0_453
JQ957932.fna,0.005,greedy,fastANI,True,0,0_914,0_914
JQ973847.fna,0.005,greedy,fastANI,True,0,0_1308,0_1308
JX013863.fna,0.005,greedy,fastANI,True,0,0_931,0_931
JX080300.fna,0.005,greedy,fastANI,False,0,0_228,0_228
JX080301.fna,0.005,greedy,fastANI,False,0,0_210,0_210
JX080302.fna,0.005,greedy,fastANI,False,0,0_210,0_210
JX080303.fna,0.005,greedy,fastANI,False,0,0_210,0_210
JX080304.fna,0.005,greedy,fastANI,False,0,0_228,0_228
JX080305.fna,0.005,greedy,fastANI,False,0,0_210,0_210
